direction,entry_price,sl,tp,entry_time,session,vwap_at_entry,balance_at_entry,exit_price,exit_time,exit_reason,pnl_points,pnl_usd,balance,equity
long,45560.51,45513.407704372694,45710.51,2025-09-11 15:40:00,new_york,45543.407704372694,99505.11424711655,45710.51,2025-09-11 16:40:00,tp,148.0,148.0,99653.11424711655,99653.11424711655
short,46121.38,46154.630511247444,45971.38,2025-09-12 01:10:00,asia,46124.630511247444,99653.11424711655,45971.38,2025-09-12 17:25:00,tp,148.0,148.0,99801.11424711655,99801.11424711655
long,45839.58,45803.04666666667,45989.58,2025-09-15 01:05:00,asia,45833.04666666667,99801.11424711655,45831.58881839396,2025-09-15 11:00:00,sl,-9.99118160604121,-9.99118160604121,99791.1230655105,99791.1230655105
long,45890.61,45832.07063731266,46040.61,2025-09-15 11:05:00,london,45862.07063731266,99791.1230655105,45860.10762283995,2025-09-15 16:30:00,sl,-32.502377160053584,-32.502377160053584,99758.62068835045,99758.62068835045
long,45902.91,45855.88180577975,46052.91,2025-09-15 16:45:00,new_york,45885.88180577975,99758.62068835045,45857.78030961771,2025-09-15 17:00:00,sl,-47.12969038229494,-47.12969038229494,99711.49099796815,99711.49099796815
long,45888.01,45854.2399267157,46038.01,2025-09-15 17:20:00,new_york,45884.2399267157,99711.49099796815,45861.33853284372,2025-09-15 18:20:00,sl,-28.671467156280414,-28.671467156280414,99682.81953081187,99682.81953081187
long,45883.11,45845.47553220883,46033.11,2025-09-15 20:40:00,other,45875.47553220883,99682.81953081187,45844.85879574093,2025-09-15 21:05:00,sl,-40.25120425906789,-40.25120425906789,99642.5683265528,99642.5683265528
long,45874.11,45840.74868049197,46024.11,2025-09-15 22:15:00,other,45870.74868049197,99642.5683265528,45840.40430982145,2025-09-15 22:35:00,sl,-35.70569017854723,-35.70569017854723,99606.86263637425,99606.86263637425
long,45891.61,45840.34620963186,46041.61,2025-09-15 22:45:00,other,45870.34620963186,99606.86263637425,45840.289077030895,2025-09-15 22:50:00,sl,-53.320922969105595,-53.320922969105595,99553.54171340514,99553.54171340514
long,45890.91,45840.42792705855,46040.91,2025-09-15 22:55:00,other,45870.42792705855,99553.54171340514,45868.52725631708,2025-09-16 15:05:00,sl,-24.38274368292332,-24.38274368292332,99529.15896972222,99529.15896972222
long,45893.01,45861.84316019168,46043.01,2025-09-16 16:25:00,new_york,45891.84316019168,99529.15896972222,45863.32969341262,2025-09-16 16:35:00,sl,-31.680306587382802,-31.680306587382802,99497.47866313484,99497.47866313484
long,45817.81,45771.505208698385,45967.81,2025-09-16 21:50:00,other,45801.505208698385,99497.47866313484,45771.35255572607,2025-09-16 22:05:00,sl,-48.45744427392492,-48.45744427392492,99449.02121886091,99449.02121886091
long,45806.21,45769.26905779859,45956.21,2025-09-16 22:50:00,other,45799.26905779859,99449.02121886091,45768.99034221017,2025-09-16 22:55:00,sl,-39.21965778982849,-39.21965778982849,99409.80156107109,99409.80156107109
long,45799.18,45768.90845488779,45949.18,2025-09-16 23:05:00,other,45798.90845488779,99409.80156107109,45765.59673444489,2025-09-17 04:15:00,sl,-35.58326555511303,-35.58326555511303,99374.21829551598,99374.21829551598
long,45768.01,45731.66332360667,45918.01,2025-09-17 09:50:00,london,45761.66332360667,99374.21829551598,45729.01007716613,2025-09-17 11:35:00,sl,-40.999922833871096,-40.999922833871096,99333.21837268211,99333.21837268211
long,45763.21,45728.39317349062,45913.21,2025-09-17 11:45:00,london,45758.39317349062,99333.21837268211,45913.21,2025-09-17 16:30:00,tp,148.0,148.0,99481.21837268211,99481.21837268211
short,45910.91,45992.766885814926,45760.91,2025-09-17 21:35:00,other,45962.766885814926,99481.21837268211,45991.51027941076,2025-09-17 21:40:00,sl,-82.60027941075532,-82.60027941075532,99398.61809327136,99398.61809327136
long,45967.91,45923.43488887063,46117.91,2025-09-17 22:00:00,other,45953.43488887063,99398.61809327136,45924.111078726186,2025-09-17 22:10:00,sl,-45.79892127381754,-45.79892127381754,99352.81917199754,99352.81917199754
long,45980.91,45924.45663638326,46130.91,2025-09-17 22:15:00,other,45954.45663638326,99352.81917199754,46130.91,2025-09-18 01:45:00,tp,148.0,148.0,99500.81917199754,99500.81917199754
short,46123.01,46156.565112721415,45973.01,2025-09-18 03:00:00,asia,46126.565112721415,99500.81917199754,46151.72338865838,2025-09-18 05:35:00,sl,-30.71338865837606,-30.71338865837606,99470.10578333917,99470.10578333917
short,46121.61,46162.83091327276,45971.61,2025-09-18 08:25:00,london,46132.83091327276,99470.10578333917,46162.9625480018,2025-09-18 09:45:00,sl,-43.35254800179973,-43.35254800179973,99426.75323533737,99426.75323533737
short,46205.41,46241.18133844375,46055.41,2025-09-18 15:30:00,new_york,46211.18133844375,99426.75323533737,46055.41,2025-09-18 16:00:00,tp,148.0,148.0,99574.75323533737,99574.75323533737
long,46181.21,46126.02252320495,46331.21,2025-09-18 17:05:00,new_york,46156.02252320495,99574.75323533737,46139.744020155515,2025-09-18 17:50:00,sl,-43.465979844484536,-43.465979844484536,99531.28725549288,99531.28725549288
long,46180.31,46136.11942724653,46330.31,2025-09-18 18:15:00,new_york,46166.11942724653,99531.28725549288,46135.947990898894,2025-09-18 18:25:00,sl,-46.36200910110347,-46.36200910110347,99484.92524639177,99484.92524639177
long,46175.31,46136.09428275652,46325.31,2025-09-18 18:35:00,new_york,46166.09428275652,99484.92524639177,46135.30058463517,2025-09-18 18:50:00,sl,-42.009415364824235,-42.009415364824235,99442.91583102694,99442.91583102694
long,46183.31,46132.82065995679,46333.31,2025-09-18 19:20:00,new_york,46162.82065995679,99442.91583102694,46141.24223006071,2025-09-18 21:10:00,sl,-44.06776993929088,-44.06776993929088,99398.84806108766,99398.84806108766
long,46171.31,46141.26452182468,46321.31,2025-09-18 21:15:00,other,46171.26452182468,99398.84806108766,46140.88661742849,2025-09-18 21:35:00,sl,-32.4233825715055,-32.4233825715055,99366.42467851615,99366.42467851615
long,46187.41,46140.40943427169,46337.41,2025-09-18 21:50:00,other,46170.40943427169,99366.42467851615,46140.88863672449,2025-09-18 22:20:00,sl,-48.52136327551125,-48.52136327551125,99317.90331524063,99317.90331524063
long,46185.21,46139.56458888839,46335.21,2025-09-18 22:50:00,other,46169.56458888839,99317.90331524063,46139.43134716955,2025-09-18 22:55:00,sl,-47.77865283044957,-47.77865283044957,99270.12466241018,99270.12466241018
long,46170.18,46139.398475595444,46320.18,2025-09-18 23:00:00,other,46169.398475595444,99270.12466241018,46205.92640032852,2025-09-19 03:20:00,sl,33.746400328520394,33.746400328520394,99303.8710627387,99303.8710627387
long,46223.41,46187.278811086806,46373.41,2025-09-19 04:40:00,asia,46217.278811086806,99303.8710627387,46186.00188689506,2025-09-19 05:25:00,sl,-39.408113104946096,-39.408113104946096,99264.46294963376,99264.46294963376
long,46232.31,46184.59770640561,46382.31,2025-09-19 06:10:00,other,46214.59770640561,99264.46294963376,46184.93032876338,2025-09-19 07:00:00,sl,-49.37967123661656,-49.37967123661656,99215.08327839714,99215.08327839714
long,46172.51,46138.81959416747,46322.51,2025-09-19 11:15:00,london,46168.81959416747,99215.08327839714,46138.22792709061,2025-09-19 13:00:00,sl,-36.28207290939463,-36.28207290939463,99178.80120548775,99178.80120548775
long,46168.61,46136.52286197536,46318.61,2025-09-19 14:25:00,new_york,46166.52286197536,99178.80120548775,46318.61,2025-09-19 16:25:00,tp,148.0,148.0,99326.80120548775,99326.80120548775
short,46158.71,46208.75856888279,46008.71,2025-09-19 16:30:00,new_york,46178.75856888279,99326.80120548775,46206.61012446634,2025-09-19 16:45:00,sl,-49.90012446633773,-49.90012446633773,99276.90108102141,99276.90108102141
short,46175.71,46208.757979863534,46025.71,2025-09-19 17:00:00,new_york,46178.757979863534,99276.90108102141,46209.19774095223,2025-09-19 17:05:00,sl,-35.487740952230524,-35.487740952230524,99241.41334006918,99241.41334006918
short,46165.81,46212.8661980221,46015.81,2025-09-19 17:40:00,new_york,46182.8661980221,99241.41334006918,46207.00150317492,2025-09-19 19:05:00,sl,-43.19150317492313,-43.19150317492313,99198.22183689426,99198.22183689426
short,46269.78,46300.44666666666,46119.78,2025-09-22 01:05:00,asia,46270.44666666666,99198.22183689426,46119.78,2025-09-22 15:30:00,tp,148.0,148.0,99346.22183689426,99346.22183689426
long,46181.41,46143.17695988262,46331.41,2025-09-22 16:50:00,new_york,46173.17695988262,99346.22183689426,46331.41,2025-09-22 17:50:00,tp,148.0,148.0,99494.22183689426,99494.22183689426
short,46360.48,46394.68,46210.48,2025-09-23 01:05:00,asia,46364.68,99494.22183689426,46397.9006582633,2025-09-23 02:45:00,sl,-39.42065826329781,-39.42065826329781,99454.80117863097,99454.80117863097
short,46388.31,46420.706466023476,46238.31,2025-09-23 07:05:00,london,46390.706466023476,99454.80117863097,46419.489518728835,2025-09-23 08:35:00,sl,-33.17951872883714,-33.17951872883714,99421.62165990213,99421.62165990213
short,46385.81,46423.45395292697,46235.81,2025-09-23 10:05:00,london,46393.45395292697,99421.62165990213,46425.32009944978,2025-09-23 11:25:00,sl,-41.51009944978432,-41.51009944978432,99380.11156045235,99380.11156045235
short,46510.51,46550.9543536344,46360.51,2025-09-23 18:30:00,new_york,46520.9543536344,99380.11156045235,46360.51,2025-09-23 20:20:00,tp,148.0,148.0,99528.11156045235,99528.11156045235
long,46349.78,46317.24666666666,46499.78,2025-09-24 01:05:00,asia,46347.24666666666,99528.11156045235,46299.23150718778,2025-09-24 03:05:00,sl,-52.548492812216864,-52.548492812216864,99475.56306764013,99475.56306764013
long,46335.61,46295.415239771966,46485.61,2025-09-24 03:20:00,asia,46325.415239771966,99475.56306764013,46316.28181923483,2025-09-24 10:10:00,sl,-21.328180765172874,-21.328180765172874,99454.23488687497,99454.23488687497
long,46353.51,46311.57628676921,46503.51,2025-09-24 10:45:00,london,46341.57628676921,99454.23488687497,46312.044083204535,2025-09-24 11:20:00,sl,-43.46591679546691,-43.46591679546691,99410.7689700795,99410.7689700795
long,46336.61,46306.28156489762,46486.61,2025-09-24 14:10:00,new_york,46336.28156489762,99410.7689700795,46324.41878427552,2025-09-24 16:50:00,sl,-14.191215724480571,-14.191215724480571,99396.57775435502,99396.57775435502
long,46356.61,46324.403190607576,46506.61,2025-09-24 16:55:00,new_york,46354.403190607576,99396.57775435502,46324.198451438795,2025-09-24 17:00:00,sl,-34.411548561205564,-34.411548561205564,99362.16620579382,99362.16620579382
short,46353.11,46384.01004881895,46203.11,2025-09-24 17:05:00,new_york,46354.01004881895,99362.16620579382,46383.99007383456,2025-09-24 17:20:00,sl,-32.88007383455988,-32.88007383455988,99329.28613195926,99329.28613195926
long,46354.61,46323.25543145943,46504.61,2025-09-24 17:35:00,new_york,46353.25543145943,99329.28613195926,46322.53278582712,2025-09-24 17:55:00,sl,-34.07721417288121,-34.07721417288121,99295.20891778638,99295.20891778638
long,46154.38,46121.063333333324,46304.38,2025-09-25 01:15:00,asia,46151.063333333324,99295.20891778638,46148.50565558217,2025-09-25 09:20:00,sl,-7.874344417825341,-7.874344417825341,99287.33457336856,99287.33457336856
long,46157.71,46123.35148207327,46307.71,2025-09-25 11:10:00,london,46153.35148207327,99287.33457336856,46123.12792449003,2025-09-25 11:50:00,sl,-36.58207550997031,-36.58207550997031,99250.75249785859,99250.75249785859
long,46159.91,46122.517708944346,46309.91,2025-09-25 12:15:00,other,46152.517708944346,99250.75249785859,46122.709111581265,2025-09-25 13:45:00,sl,-39.20088841873803,-39.20088841873803,99211.55160943985,99211.55160943985
long,46091.81,46039.466531989594,46241.81,2025-09-25 17:20:00,new_york,46069.466531989594,99211.55160943985,46039.469119407535,2025-09-25 17:30:00,sl,-54.34088059246278,-54.34088059246278,99157.21072884739,99157.21072884739
short,46039.81,46101.59537339339,45889.81,2025-09-25 18:00:00,new_york,46071.59537339339,99157.21072884739,45889.81,2025-09-25 20:50:00,tp,148.0,148.0,99305.21072884739,99305.21072884739
long,46004.18,45968.013333333336,46154.18,2025-09-26 01:05:00,asia,45998.013333333336,99305.21072884739,45956.591069651746,2025-09-26 01:50:00,sl,-49.58893034825451,-49.58893034825451,99255.62179849914,99255.62179849914
long,45971.31,45936.89713961172,46121.31,2025-09-26 02:40:00,asia,45966.89713961172,99255.62179849914,45933.26937270864,2025-09-26 07:55:00,sl,-40.04062729136058,-40.04062729136058,99215.58117120777,99215.58117120777
long,45969.31,45932.238505286856,46119.31,2025-09-26 08:35:00,london,45962.238505286856,99215.58117120777,46119.31,2025-09-26 15:25:00,tp,148.0,148.0,99363.58117120777,99363.58117120777
short,46068.01,46113.585954788876,45918.01,2025-09-26 17:30:00,new_york,46083.585954788876,99363.58117120777,46113.963959818364,2025-09-26 17:35:00,sl,-47.95395981836191,-47.95395981836191,99315.62721138941,99315.62721138941
short,46052.01,46114.572305252426,45902.01,2025-09-26 17:45:00,new_york,46084.572305252426,99315.62721138941,46114.23445042328,2025-09-26 18:05:00,sl,-64.22445042328036,-64.22445042328036,99251.40276096613,99251.40276096613
short,46065.71,46114.123325900546,45915.71,2025-09-26 18:10:00,new_york,46084.123325900546,99251.40276096613,46114.35818119566,2025-09-26 18:15:00,sl,-50.64818119566189,-50.64818119566189,99200.75457977047,99200.75457977047
short,46282.28,46312.33260196906,46132.28,2025-09-29 01:20:00,asia,46282.33260196906,99200.75457977047,46329.50102188295,2025-09-29 03:35:00,sl,-49.22102188294957,-49.22102188294957,99151.53355788751,99151.53355788751
short,46286.61,46416.07041898692,46136.61,2025-09-29 16:30:00,new_york,46386.07041898692,99151.53355788751,46307.554196845675,2025-09-29 22:35:00,sl,-22.944196845674014,-22.944196845674014,99128.58936104184,99128.58936104184
short,46276.78,46309.4885827693,46126.78,2025-09-29 23:45:00,other,46279.4885827693,99128.58936104184,46288.519506180266,2025-09-30 16:30:00,sl,-13.739506180267199,-13.739506180267199,99114.84985486158,99114.84985486158
short,46263.41,46298.00074820095,46113.41,2025-09-30 17:05:00,new_york,46268.00074820095,99114.84985486158,46298.33956250197,2025-09-30 17:10:00,sl,-36.92956250196585,-36.92956250196585,99077.9202923596,99077.9202923596
short,46205.41,46299.8494845971,46055.41,2025-09-30 17:30:00,new_york,46269.8494845971,99077.9202923596,46273.72763351834,2025-09-30 19:15:00,sl,-70.31763351833797,-70.31763351833797,99007.60265884126,99007.60265884126
short,46215.81,46276.122685019975,46065.81,2025-09-30 19:50:00,new_york,46246.122685019975,99007.60265884126,46268.50523338104,2025-09-30 21:30:00,sl,-54.69523338104045,-54.69523338104045,98952.90742546023,98952.90742546023
short,46346.68,46378.513333333336,46196.68,2025-10-01 01:05:00,asia,46348.513333333336,98952.90742546023,46196.68,2025-10-01 08:15:00,tp,148.0,148.0,99100.90742546023,99100.90742546023
long,46189.91,46159.33955043054,46339.91,2025-10-01 14:10:00,new_york,46189.33955043054,99100.90742546023,46339.91,2025-10-01 16:30:00,tp,148.0,148.0,99248.90742546023,99248.90742546023
short,46437.48,46470.85166666666,46287.48,2025-10-02 01:15:00,asia,46440.85166666666,99248.90742546023,46461.22466927632,2025-10-02 03:45:00,sl,-25.744669276318746,-25.744669276318746,99223.16275618391,99223.16275618391
short,46445.51,46477.3917928792,46295.51,2025-10-02 05:20:00,asia,46447.3917928792,99223.16275618391,46466.691946976716,2025-10-02 16:30:00,sl,-23.181946976714244,-23.181946976714244,99199.98080920719,99199.98080920719
short,46415.81,46483.73505183012,46265.81,2025-10-02 17:05:00,new_york,46453.73505183012,99199.98080920719,46445.07023138746,2025-10-02 19:50:00,sl,-31.2602313874595,-31.2602313874595,99168.72057781974,99168.72057781974
short,46394.91,46445.03738992914,46244.91,2025-10-02 20:00:00,other,46415.03738992914,99168.72057781974,46445.604284817906,2025-10-02 20:35:00,sl,-52.69428481790237,-52.69428481790237,99116.02629300184,99116.02629300184
short,46529.08,46563.18,46379.08,2025-10-03 01:05:00,asia,46533.18,99116.02629300184,46567.88459101845,2025-10-03 03:35:00,sl,-40.804591018444626,-40.804591018444626,99075.22170198339,99075.22170198339
short,46612.31,46644.00340383272,46462.31,2025-10-03 14:25:00,new_york,46614.00340383272,99075.22170198339,46643.98017202101,2025-10-03 16:30:00,sl,-33.67017202101124,-33.67017202101124,99041.55152996238,99041.55152996238
short,46789.01,46836.4885265269,46639.01,2025-10-03 20:50:00,other,46806.4885265269,99041.55152996238,46836.6853850659,2025-10-03 20:55:00,sl,-49.67538506590063,-49.67538506590063,98991.87614489648,98991.87614489648
short,46788.91,46836.620911317026,46638.91,2025-10-03 21:00:00,other,46806.620911317026,98991.87614489648,46836.41602524888,2025-10-03 21:10:00,sl,-49.50602524887654,-49.50602524887654,98942.3701196476,98942.3701196476
short,46806.71,46841.07143581007,46656.71,2025-10-03 22:25:00,other,46811.07143581007,98942.3701196476,46841.307018015796,2025-10-03 22:40:00,sl,-36.59701801579649,-36.59701801579649,98905.77310163181,98905.77310163181
short,46778.51,46841.12953503818,46628.51,2025-10-03 22:50:00,other,46811.12953503818,98905.77310163181,46859.99272530739,2025-10-06 02:30:00,sl,-83.48272530738905,-83.48272530738905,98822.29037632442,98822.29037632442
short,46819.61,46869.010291786435,46669.61,2025-10-06 03:00:00,asia,46839.010291786435,98822.29037632442,46852.65624994939,2025-10-06 06:00:00,sl,-35.04624994938786,-35.04624994938786,98787.24412637504,98787.24412637504
short,46832.71,46863.83923425347,46682.71,2025-10-06 10:05:00,london,46833.83923425347,98787.24412637504,46859.14005074327,2025-10-06 13:50:00,sl,-28.43005074327084,-28.43005074327084,98758.81407563176,98758.81407563176
short,46830.51,46863.26257708559,46680.51,2025-10-06 15:55:00,new_york,46833.26257708559,98758.81407563176,46863.65501258333,2025-10-06 16:10:00,sl,-35.145012583328935,-35.145012583328935,98723.66906304844,98723.66906304844
short,46818.61,46863.811612631675,46668.61,2025-10-06 16:30:00,new_york,46833.811612631675,98723.66906304844,46668.61,2025-10-06 16:50:00,tp,148.0,148.0,98871.66906304844,98871.66906304844
long,46742.01,46697.002486064834,46892.01,2025-10-06 20:50:00,other,46727.002486064834,98871.66906304844,46696.6807517475,2025-10-06 21:20:00,sl,-47.32924825249938,-47.32924825249938,98824.33981479594,98824.33981479594
long,46702.68,46669.81333333333,46852.68,2025-10-07 01:05:00,asia,46699.81333333333,98824.33981479594,46644.891970074816,2025-10-07 01:40:00,sl,-59.788029925184674,-59.788029925184674,98764.55178487075,98764.55178487075
long,46628.71,46598.54947204276,46778.71,2025-10-07 03:50:00,asia,46628.54947204276,98764.55178487075,46594.863882347556,2025-10-07 06:30:00,sl,-35.846117652443354,-35.846117652443354,98728.70566721831,98728.70566721831
long,46624.81,46593.592032909364,46774.81,2025-10-07 07:20:00,london,46623.592032909364,98728.70566721831,46591.341575548984,2025-10-07 09:20:00,sl,-35.46842445101356,-35.46842445101356,98693.2372427673,98693.2372427673
long,46609.21,46578.15619954037,46759.21,2025-10-07 11:55:00,london,46608.15619954037,98693.2372427673,46759.21,2025-10-07 15:50:00,tp,148.0,148.0,98841.2372427673,98841.2372427673
short,46657.01,46701.51126493855,46507.01,2025-10-07 17:20:00,new_york,46671.51126493855,98841.2372427673,46507.01,2025-10-07 18:55:00,tp,148.0,148.0,98989.2372427673,98989.2372427673
long,46619.58,46573.580514547626,46769.58,2025-10-07 23:00:00,other,46603.580514547626,98989.2372427673,46595.16322538436,2025-10-08 02:15:00,sl,-26.416774615638133,-26.416774615638133,98962.82046815165,98962.82046815165
long,46605.91,46568.18820142554,46755.91,2025-10-08 03:45:00,asia,46598.18820142554,98962.82046815165,46755.91,2025-10-08 16:25:00,tp,148.0,148.0,99110.82046815165,99110.82046815165
short,46595.71,46683.39545529446,46445.71,2025-10-08 16:30:00,new_york,46653.39545529446,99110.82046815165,46665.879304817456,2025-10-08 17:10:00,sl,-72.16930481745658,-72.16930481745658,99038.6511633342,99038.6511633342
short,46677.91,46708.270329470324,46527.91,2025-10-08 20:55:00,other,46678.270329470324,99038.6511633342,46652.58311116306,2025-10-09 12:35:00,sl,23.32688883694209,23.32688883694209,99061.97805217115,99061.97805217115
short,46616.51,46653.407758212714,46466.51,2025-10-09 13:25:00,other,46623.407758212714,99061.97805217115,46653.68426509868,2025-10-09 14:10:00,sl,-39.174265098678006,-39.174265098678006,99022.80378707248,99022.80378707248
short,46618.51,46654.38903818532,46468.51,2025-10-09 14:55:00,new_york,46624.38903818532,99022.80378707248,46652.62001270683,2025-10-09 16:30:00,sl,-36.11001270682755,-36.11001270682755,98986.69377436565,98986.69377436565
short,46622.91,46655.08979269381,46472.91,2025-10-09 16:45:00,new_york,46625.08979269381,98986.69377436565,46472.91,2025-10-09 16:50:00,tp,148.0,148.0,99134.69377436565,99134.69377436565
long,46387.78,46344.19093647674,46537.78,2025-10-10 01:30:00,asia,46374.19093647674,99134.69377436565,46374.87503048929,2025-10-10 08:00:00,sl,-14.904969510709634,-14.904969510709634,99119.78880485494,99119.78880485494
long,46405.51,46374.38385442978,46555.51,2025-10-10 08:15:00,london,46404.38385442978,99119.78880485494,46376.69843151772,2025-10-10 09:35:00,sl,-30.8115684822842,-30.8115684822842,99088.97723637265,99088.97723637265
long,46404.91,46373.49832666608,46554.91,2025-10-10 10:00:00,london,46403.49832666608,99088.97723637265,46373.102716006506,2025-10-10 12:35:00,sl,-33.80728399349755,-33.80728399349755,99055.16995237916,99055.16995237916
long,46409.31,46369.54338003861,46559.31,2025-10-10 13:55:00,new_york,46399.54338003861,99055.16995237916,46559.31,2025-10-10 16:30:00,tp,148.0,148.0,99203.16995237916,99203.16995237916
short,46240.01,46482.47027382095,46090.01,2025-10-10 17:55:00,new_york,46452.47027382095,99203.16995237916,46090.01,2025-10-10 18:00:00,tp,148.0,148.0,99351.16995237916,99351.16995237916
long,45835.28,45780.94666666666,45985.28,2025-10-13 01:05:00,asia,45810.94666666666,99351.16995237916,45783.61888888889,2025-10-13 01:10:00,sl,-53.661111111112405,-53.661111111112405,99297.50884126805,99297.50884126805
short,45814.78,45867.451384901644,45664.78,2025-10-13 01:25:00,asia,45837.451384901644,99297.50884126805,45851.98730075026,2025-10-13 02:30:00,sl,-39.20730075026222,-39.20730075026222,99258.30154051779,99258.30154051779
long,45825.41,45791.45269920544,45975.41,2025-10-13 02:40:00,asia,45821.45269920544,99258.30154051779,45793.43044612638,2025-10-13 03:00:00,sl,-33.979553873621626,-33.979553873621626,99224.32198664417,99224.32198664417
long,45823.41,45792.562120210016,45973.41,2025-10-13 03:05:00,asia,45822.562120210016,99224.32198664417,45973.41,2025-10-13 10:10:00,tp,148.0,148.0,99372.32198664417,99372.32198664417
short,45833.01,45918.4426813046,45683.01,2025-10-13 14:05:00,new_york,45888.4426813046,99372.32198664417,45910.918444118346,2025-10-13 16:30:00,sl,-79.90844411834405,-79.90844411834405,99292.41354252581,99292.41354252581
short,45859.81,45912.635069774464,45709.81,2025-10-13 16:45:00,new_york,45882.635069774464,99292.41354252581,45913.001825426436,2025-10-13 16:50:00,sl,-55.1918254264383,-55.1918254264383,99237.22171709937,99237.22171709937
short,45888.31,45920.81222176921,45738.31,2025-10-13 17:25:00,new_york,45890.81222176921,99237.22171709937,45921.264084411756,2025-10-13 17:30:00,sl,-34.95408441175823,-34.95408441175823,99202.26763268761,99202.26763268761
short,46114.38,46145.813333333324,45964.38,2025-10-14 01:05:00,asia,46115.813333333324,99202.26763268761,46137.326502102755,2025-10-14 03:00:00,sl,-24.946502102757222,-24.946502102757222,99177.32113058485,99177.32113058485
short,46164.31,46196.55507678409,46014.31,2025-10-14 05:45:00,asia,46166.55507678409,99177.32113058485,46014.31,2025-10-14 07:15:00,tp,148.0,148.0,99325.32113058485,99325.32113058485
long,45883.71,45851.40928352419,46033.71,2025-10-14 17:20:00,new_york,45881.40928352419,99325.32113058485,46033.71,2025-10-14 17:55:00,tp,148.0,148.0,99473.32113058485,99473.32113058485
short,46292.38,46338.54666666666,46142.38,2025-10-15 01:05:00,asia,46308.54666666666,99473.32113058485,46331.38413279678,2025-10-15 02:10:00,sl,-41.00413279678469,-41.00413279678469,99432.31699778806,99432.31699778806
short,46303.01,46342.4739235948,46153.01,2025-10-15 02:55:00,asia,46312.4739235948,99432.31699778806,46339.100788560485,2025-10-15 03:45:00,sl,-38.090788560482906,-38.090788560482906,99394.22620922758,99394.22620922758
short,46305.51,46341.585244885304,46155.51,2025-10-15 04:05:00,asia,46311.585244885304,99394.22620922758,46342.7813716401,2025-10-15 04:15:00,sl,-39.27137164009764,-39.27137164009764,99354.95483758749,99354.95483758749
short,46324.01,46354.908457591366,46174.01,2025-10-15 06:15:00,other,46324.908457591366,99354.95483758749,46355.41805054688,2025-10-15 06:25:00,sl,-33.408050546880986,-33.408050546880986,99321.5467870406,99321.5467870406
short,46429.41,46493.608939417085,46279.41,2025-10-15 18:35:00,new_york,46463.608939417085,99321.5467870406,46279.41,2025-10-15 20:00:00,tp,148.0,148.0,99469.5467870406,99469.5467870406
long,46366.38,46330.422492917845,46516.38,2025-10-16 01:10:00,asia,46360.422492917845,99469.5467870406,46320.35764606266,2025-10-16 01:45:00,sl,-48.022353937340085,-48.022353937340085,99421.52443310326,99421.52443310326
long,46353.38,46319.73065123009,46503.38,2025-10-16 01:50:00,asia,46349.73065123009,99421.52443310326,46316.666525360706,2025-10-16 02:15:00,sl,-38.713474639291235,-38.713474639291235,99382.81095846396,99382.81095846396
long,46312.51,46275.525841704715,46462.51,2025-10-16 04:00:00,asia,46305.525841704715,99382.81095846396,46275.405841387066,2025-10-16 05:25:00,sl,-39.10415861293586,-39.10415861293586,99343.70679985103,99343.70679985103
long,46305.01,46266.51725229253,46455.01,2025-10-16 08:30:00,london,46296.51725229253,99343.70679985103,46266.32577245568,2025-10-16 08:50:00,sl,-40.68422754431958,-40.68422754431958,99303.02257230671,99303.02257230671
long,46304.21,46266.32735480482,46454.21,2025-10-16 09:00:00,london,46296.32735480482,99303.02257230671,46454.21,2025-10-16 13:05:00,tp,148.0,148.0,99451.02257230671,99451.02257230671
short,46302.11,46361.59510695995,46152.11,2025-10-16 15:10:00,new_york,46331.59510695995,99451.02257230671,46361.972661256434,2025-10-16 15:30:00,sl,-61.86266125643306,-61.86266125643306,99389.15991105029,99389.15991105029
short,46325.41,46367.6661436464,46175.41,2025-10-16 16:45:00,new_york,46337.6661436464,99389.15991105029,46367.53008462641,2025-10-16 16:55:00,sl,-44.120084626403695,-44.120084626403695,99345.03982642389,99345.03982642389
long,46340.91,46303.25616096115,46490.91,2025-10-16 17:35:00,new_york,46333.25616096115,99345.03982642389,46306.85922844273,2025-10-16 18:25:00,sl,-36.05077155727486,-36.05077155727486,99308.98905486662,99308.98905486662
long,45965.48,45921.880000000005,46115.48,2025-10-17 01:05:00,asia,45951.880000000005,99308.98905486662,45915.76688811189,2025-10-17 01:20:00,sl,-51.713111888115236,-51.713111888115236,99257.27594297851,99257.27594297851
long,45944.98,45912.13738347043,46094.98,2025-10-17 01:30:00,asia,45942.13738347043,99257.27594297851,45904.30809050772,2025-10-17 01:40:00,sl,-42.671909492280975,-42.671909492280975,99214.60403348622,99214.60403348622
long,45881.61,45847.97155789117,46031.61,2025-10-17 02:50:00,asia,45877.97155789117,99214.60403348622,45854.809154413415,2025-10-17 04:50:00,sl,-28.800845586585638,-28.800845586585638,99185.80318789964,99185.80318789964
long,45708.71,45671.935570023496,45858.71,2025-10-17 13:55:00,new_york,45701.935570023496,99185.80318789964,45858.71,2025-10-17 14:10:00,tp,148.0,148.0,99333.80318789964,99333.80318789964
short,46271.08,46307.332413793105,46121.08,2025-10-20 01:15:00,asia,46277.332413793105,99333.80318789964,46121.08,2025-10-20 03:20:00,tp,148.0,148.0,99481.80318789964,99481.80318789964
long,46203.71,46162.77141270684,46353.71,2025-10-20 03:40:00,asia,46192.77141270684,99481.80318789964,46353.71,2025-10-20 09:50:00,tp,148.0,148.0,99629.80318789964,99629.80318789964
