trade_id,entry_time,exit_time,direction,entry_price,sl,tp,exit_price,exit_reason,pnl_points,pnl_usd,pnl_r,balance,session,entry_method,fvg_type,fvg_zone_high,fvg_zone_low,fvg_confirmed_at,date
646,2025-01-06 16:22:00,2025-01-06 16:50:00,long,42753.91,42704.41,42852.91,42852.91,tp,97.0,97.98,1.96,18834.93,london,conservative,bullish,42753.91,42729.41,2025-01-06 13:30:00,2025-01-06
647,2025-01-06 16:40:00,2025-01-06 16:46:00,long,42726.41,42680.41,42818.41,42818.41,tp,90.0,97.83,1.957,18932.75,london,conservative,bullish,42726.41,42705.41,2025-01-06 13:25:00,2025-01-06
648,2025-01-06 17:08:00,2025-01-06 17:20:00,long,42919.66,42867.91,43023.16,42867.91,sl,-53.75,-51.93,-1.039,18880.82,london,conservative,bullish,42919.66,42892.91,2025-01-06 17:05:00,2025-01-06
649,2025-01-06 17:30:00,2025-01-06 18:18:00,short,42899.91,42944.66,42810.41,42944.66,sl,-46.75,-52.23,-1.045,18828.58,london,conservative,bearish,42919.66,42899.91,2025-01-06 17:20:00,2025-01-06
650,2025-01-06 18:46:00,2025-01-06 19:25:00,long,42978.66,42945.66,43044.66,42945.66,sl,-35.0,-53.03,-1.061,18775.55,london,conservative,bullish,42978.66,42970.66,2025-01-06 18:35:00,2025-01-06
651,2025-01-06 19:34:00,2025-01-06 19:42:00,short,42940.66,42972.66,42876.66,42876.66,tp,62.0,96.88,1.938,18872.43,new_york,conservative,bearish,42947.66,42940.66,2025-01-06 19:30:00,2025-01-06
652,2025-01-06 19:35:00,2025-01-06 19:42:00,long,42941.66,42881.66,43061.66,42881.66,sl,-62.0,-51.67,-1.033,18820.76,new_york,conservative,bullish,42941.66,42906.66,2025-01-06 18:20:00,2025-01-06
653,2025-01-06 19:42:00,2025-01-06 19:51:00,long,42890.91,42844.66,42983.41,42844.66,sl,-48.25,-52.16,-1.043,18768.6,new_york,conservative,bullish,42890.91,42869.66,2025-01-06 18:15:00,2025-01-06
654,2025-01-06 19:57:00,2025-01-06 20:02:00,long,42815.16,42769.41,42906.66,42769.41,sl,-47.75,-52.19,-1.044,18716.41,new_york,conservative,bullish,42815.16,42794.41,2025-01-06 16:50:00,2025-01-06
655,2025-01-06 20:50:00,2025-01-06 21:01:00,long,42672.41,42631.16,42754.91,42631.16,sl,-43.25,-52.42,-1.048,18663.99,new_york,conservative,bullish,42672.41,42656.16,2025-01-06 13:15:00,2025-01-06
656,2025-01-06 22:51:00,2025-01-06 22:59:00,short,42571.66,42605.66,42503.66,42605.66,sl,-36.0,-52.94,-1.059,18611.05,new_york,conservative,bearish,42580.66,42571.66,2025-01-06 22:45:00,2025-01-06
657,2025-01-07 10:32:00,2025-01-07 10:40:00,short,42592.36,42629.86,42517.36,42629.86,sl,-39.5,-52.67,-1.053,18558.38,london,conservative,bearish,42604.86,42592.36,2025-01-07 10:10:00,2025-01-07
658,2025-01-07 10:58:00,2025-01-07 11:46:00,long,42650.36,42598.36,42754.36,42598.36,sl,-54.0,-51.92,-1.038,18506.46,london,conservative,bullish,42650.36,42623.36,2025-01-07 10:45:00,2025-01-07
659,2025-01-07 11:22:00,2025-01-07 13:11:00,short,42636.11,42664.86,42578.61,42664.86,sl,-30.75,-53.48,-1.07,18452.98,london,conservative,bearish,42639.86,42636.11,2025-01-07 11:20:00,2025-01-07
660,2025-01-07 11:56:00,2025-01-07 14:40:00,long,42618.86,42577.86,42700.86,42700.86,tp,80.0,97.56,1.951,18550.54,london,conservative,bullish,42618.86,42602.86,2025-01-07 10:40:00,2025-01-07
661,2025-01-07 13:41:00,2025-01-07 14:34:00,short,42650.86,42688.86,42574.86,42688.86,sl,-40.0,-52.63,-1.053,18497.91,london,conservative,bearish,42663.86,42650.86,2025-01-07 13:35:00,2025-01-07
662,2025-01-07 15:01:00,2025-01-07 16:29:00,long,42685.86,42639.36,42778.86,42778.86,tp,91.0,97.85,1.957,18595.76,london,conservative,bullish,42685.86,42664.36,2025-01-07 14:35:00,2025-01-07
663,2025-01-07 15:29:00,2025-01-07 16:27:00,long,42699.86,42668.86,42761.86,42761.86,tp,60.0,96.77,1.935,18692.53,london,conservative,bullish,42699.86,42693.86,2025-01-07 15:15:00,2025-01-07
664,2025-01-07 16:44:00,2025-01-07 16:47:00,long,42772.11,42729.61,42857.11,42729.61,sl,-44.5,-52.35,-1.047,18640.18,london,conservative,bullish,42772.11,42754.61,2025-01-07 16:30:00,2025-01-07
665,2025-01-07 17:31:00,2025-01-07 22:22:00,short,42651.61,42804.36,42346.11,42346.11,tp,303.5,99.35,1.987,18739.53,london,conservative,bearish,42779.36,42651.61,2025-01-07 17:05:00,2025-01-07
666,2025-01-07 17:33:00,2025-01-07 17:39:00,long,42651.61,42576.11,42802.61,42576.11,sl,-77.5,-51.32,-1.026,18688.2,london,conservative,bullish,42651.61,42601.11,2025-01-07 17:25:00,2025-01-07
667,2025-01-07 18:06:00,2025-01-07 18:35:00,long,42684.11,42573.11,42906.11,42573.11,sl,-113.0,-50.9,-1.018,18637.3,london,conservative,bullish,42684.11,42598.11,2025-01-07 18:00:00,2025-01-07
668,2025-01-07 19:02:00,2025-01-07 22:03:00,short,42575.11,42646.11,42433.11,42433.11,tp,140.0,98.59,1.972,18735.89,new_york,conservative,bearish,42621.11,42575.11,2025-01-07 18:55:00,2025-01-07
669,2025-01-07 22:03:00,2025-01-07 22:04:00,short,42537.11,42571.11,42469.11,42469.11,tp,66.0,97.06,1.941,18832.95,new_york,conservative,bearish,42546.11,42537.11,2025-01-07 21:35:00,2025-01-07
670,2025-01-07 22:41:00,2025-01-07 22:54:00,short,42394.11,42431.11,42320.11,42431.11,sl,-39.0,-52.7,-1.054,18780.25,new_york,conservative,bearish,42406.11,42394.11,2025-01-07 22:20:00,2025-01-07
671,2025-01-07 22:42:00,2025-01-07 22:53:00,short,42365.11,42414.86,42265.61,42414.86,sl,-51.75,-52.01,-1.04,18728.24,new_york,conservative,bearish,42389.86,42365.11,2025-01-07 22:25:00,2025-01-07
672,2025-01-08 10:19:00,2025-01-08 11:43:00,short,42511.14,42551.64,42430.14,42551.64,sl,-42.5,-52.47,-1.049,18675.77,london,conservative,bearish,42526.64,42511.14,2025-01-08 08:35:00,2025-01-08
673,2025-01-08 10:50:00,2025-01-08 13:31:00,long,42523.74,42493.24,42584.74,42493.24,sl,-32.5,-53.28,-1.066,18622.49,london,conservative,bullish,42523.74,42518.24,2025-01-08 10:40:00,2025-01-08
674,2025-01-08 12:13:00,2025-01-08 13:26:00,long,42547.24,42519.24,42603.24,42519.24,sl,-30.0,-53.57,-1.071,18568.92,london,conservative,bullish,42547.24,42544.24,2025-01-08 12:00:00,2025-01-08
675,2025-01-08 14:08:00,2025-01-08 14:19:00,long,42412.24,42361.24,42514.24,42361.24,sl,-53.0,-51.96,-1.039,18516.96,london,conservative,bullish,42412.24,42386.24,2025-01-08 13:50:00,2025-01-08
676,2025-01-08 15:01:00,2025-01-08 15:23:00,short,42395.24,42431.24,42323.24,42431.24,sl,-38.0,-52.78,-1.056,18464.18,london,conservative,bearish,42406.24,42395.24,2025-01-08 14:15:00,2025-01-08
677,2025-01-08 15:28:00,2025-01-08 16:35:00,short,42454.24,42521.24,42320.24,42320.24,tp,132.0,98.51,1.97,18562.69,london,conservative,bearish,42496.24,42454.24,2025-01-08 13:35:00,2025-01-08
678,2025-01-08 16:16:00,2025-01-08 16:30:00,long,42445.74,42419.24,42498.74,42419.24,sl,-28.5,-53.77,-1.075,18508.91,london,conservative,bullish,42445.74,42444.24,2025-01-08 15:55:00,2025-01-08
679,2025-01-08 17:11:00,2025-01-08 17:20:00,long,42315.99,42269.49,42408.99,42269.49,sl,-48.5,-52.15,-1.043,18456.76,london,conservative,bullish,42315.99,42294.49,2025-01-08 17:05:00,2025-01-08
680,2025-01-08 17:52:00,2025-01-08 18:36:00,short,42383.99,42461.24,42229.49,42461.24,sl,-79.25,-51.29,-1.026,18405.47,london,conservative,bearish,42436.24,42383.99,2025-01-08 16:35:00,2025-01-08
681,2025-01-08 18:07:00,2025-01-08 18:39:00,long,42380.24,42319.99,42500.74,42500.74,tp,118.5,98.34,1.967,18503.81,london,conservative,bullish,42380.24,42344.99,2025-01-08 17:55:00,2025-01-08
682,2025-01-08 20:03:00,2025-01-08 20:17:00,short,42382.99,42432.24,42284.49,42432.24,sl,-51.25,-52.03,-1.041,18451.78,new_york,conservative,bearish,42407.24,42382.99,2025-01-08 19:10:00,2025-01-08
683,2025-01-08 20:19:00,2025-01-08 20:26:00,short,42418.99,42450.49,42355.99,42450.49,sl,-33.5,-53.17,-1.063,18398.6,new_york,conservative,bearish,42425.49,42418.99,2025-01-08 19:05:00,2025-01-08
684,2025-01-08 21:24:00,2025-01-08 21:28:00,short,42518.49,42558.24,42438.99,42558.24,sl,-41.75,-52.52,-1.05,18346.09,new_york,conservative,bearish,42533.24,42518.49,2025-01-08 13:30:00,2025-01-08
685,2025-01-08 21:29:00,2025-01-08 21:31:00,short,42554.24,42583.24,42496.24,42496.24,tp,56.0,96.55,1.931,18442.64,new_york,conservative,bearish,42558.24,42554.24,2025-01-08 13:20:00,2025-01-08
686,2025-01-08 21:30:00,2025-01-08 21:37:00,short,42535.24,42578.74,42448.24,42448.24,tp,85.0,97.7,1.954,18540.34,new_york,conservative,bearish,42553.74,42535.24,2025-01-08 13:25:00,2025-01-08
687,2025-01-08 21:58:00,2025-01-08 22:23:00,short,42461.49,42489.49,42405.49,42489.49,sl,-30.0,-53.57,-1.071,18486.77,new_york,conservative,bearish,42464.49,42461.49,2025-01-08 21:40:00,2025-01-08
688,2025-01-08 22:33:00,2025-01-08 22:50:00,short,42491.99,42522.49,42430.99,42522.49,sl,-32.5,-53.28,-1.066,18433.49,new_york,conservative,bearish,42497.49,42491.99,2025-01-08 21:35:00,2025-01-08
689,2025-01-09 10:49:00,2025-01-09 16:02:00,long,42487.58,42446.58,42569.58,42446.58,sl,-43.0,-52.44,-1.049,18381.05,london,conservative,bullish,42487.58,42471.58,2025-01-09 10:35:00,2025-01-09
690,2025-01-09 11:44:00,2025-01-09 13:03:00,long,42531.58,42502.08,42590.58,42502.08,sl,-31.5,-53.39,-1.068,18327.66,london,conservative,bullish,42531.58,42527.08,2025-01-09 11:40:00,2025-01-09
691,2025-01-09 13:03:00,2025-01-09 14:29:00,short,42523.58,42555.08,42460.58,42460.58,tp,61.0,96.83,1.937,18424.49,london,conservative,bearish,42530.08,42523.58,2025-01-09 12:45:00,2025-01-09
692,2025-01-09 14:29:00,2025-01-09 16:04:00,short,42506.58,42545.33,42429.08,42429.08,tp,75.5,97.42,1.948,18521.91,london,conservative,bearish,42520.33,42506.58,2025-01-09 13:05:00,2025-01-09
693,2025-01-09 16:02:00,2025-01-09 16:04:00,short,42509.58,42546.58,42435.58,42435.58,tp,72.0,97.3,1.946,18619.21,london,conservative,bearish,42521.58,42509.58,2025-01-09 15:20:00,2025-01-09
694,2025-01-09 16:04:00,2025-01-09 16:05:00,short,42504.58,42533.58,42446.58,42446.58,tp,56.0,96.55,1.931,18715.76,london,conservative,bearish,42508.58,42504.58,2025-01-09 15:50:00,2025-01-09
695,2025-01-09 16:06:00,2025-01-10 01:31:00,long,42421.58,42393.58,42477.58,42393.58,sl,-30.0,-53.57,-1.071,18662.19,london,conservative,bullish,42421.58,42418.58,2025-01-09 10:20:00,2025-01-10
696,2025-01-09 16:11:00,2025-01-10 09:19:00,short,42433.58,42492.58,42315.58,42492.58,sl,-61.0,-51.69,-1.034,18610.49,london,conservative,bearish,42467.58,42433.58,2025-01-09 16:05:00,2025-01-10
697,2025-01-10 11:23:00,2025-01-10 13:09:00,short,42446.72,42512.72,42314.72,42512.72,sl,-68.0,-51.52,-1.03,18558.98,london,conservative,bearish,42487.72,42446.72,2025-01-10 11:05:00,2025-01-10
698,2025-01-10 13:21:00,2025-01-10 14:02:00,long,42524.47,42488.72,42595.97,42488.72,sl,-37.75,-52.8,-1.056,18506.18,london,conservative,bullish,42524.47,42513.72,2025-01-10 13:15:00,2025-01-10
699,2025-01-10 13:49:00,2025-01-10 14:05:00,long,42511.72,42470.97,42593.22,42470.97,sl,-42.75,-52.45,-1.049,18453.72,london,conservative,bullish,42511.72,42495.97,2025-01-10 13:10:00,2025-01-10
700,2025-01-10 14:43:00,2025-01-10 15:30:00,short,42503.22,42530.72,42448.22,42448.22,tp,53.0,96.36,1.927,18550.09,london,conservative,bearish,42505.72,42503.22,2025-01-10 14:00:00,2025-01-10
701,2025-01-10 14:50:00,2025-01-10 15:30:00,long,42484.72,42452.72,42548.72,42452.72,sl,-34.0,-53.12,-1.062,18496.96,london,conservative,bullish,42484.72,42477.72,2025-01-10 14:40:00,2025-01-10
702,2025-01-10 16:24:00,2025-01-10 16:31:00,long,42276.72,42241.72,42346.72,42241.72,sl,-37.0,-52.86,-1.057,18444.11,london,conservative,bullish,42276.72,42266.72,2025-01-10 16:15:00,2025-01-10
703,2025-01-10 17:32:00,2025-01-13 11:04:00,short,41974.47,42137.97,41647.47,41647.47,tp,325.0,99.39,1.988,18543.49,london,conservative,bearish,42112.97,41974.47,2025-01-10 17:05:00,2025-01-13
704,2025-01-10 18:14:00,2025-01-10 18:30:00,short,41879.97,41915.47,41808.97,41808.97,tp,69.0,97.18,1.944,18640.68,london,conservative,bearish,41890.47,41879.97,2025-01-10 18:05:00,2025-01-10
705,2025-01-10 19:20:00,2025-01-10 19:40:00,short,41810.97,41866.97,41698.97,41866.97,sl,-58.0,-51.79,-1.036,18588.89,new_york,conservative,bearish,41841.97,41810.97,2025-01-10 19:00:00,2025-01-10
706,2025-01-10 20:32:00,2025-01-10 21:06:00,long,42010.97,41941.97,42148.97,41941.97,sl,-71.0,-51.45,-1.029,18537.44,new_york,conservative,bullish,42010.97,41966.97,2025-01-10 20:25:00,2025-01-10
707,2025-01-10 21:30:00,2025-01-10 22:16:00,short,41946.72,42010.72,41818.72,41818.72,tp,126.0,98.44,1.969,18635.88,new_york,conservative,bearish,41985.72,41946.72,2025-01-10 21:10:00,2025-01-10
708,2025-01-10 22:39:00,2025-01-13 05:13:00,short,41857.97,41923.22,41727.47,41727.47,tp,128.5,98.47,1.969,18734.35,new_york,conservative,bearish,41898.22,41857.97,2025-01-10 22:15:00,2025-01-13
709,2025-01-13 10:24:00,2025-01-13 10:29:00,long,41717.82,41685.57,41782.32,41685.57,sl,-34.25,-53.1,-1.062,18681.25,london,conservative,bullish,41717.82,41710.57,2025-01-13 05:45:00,2025-01-13
710,2025-01-13 11:59:00,2025-01-13 12:38:00,short,41670.42,41699.67,41611.92,41699.67,sl,-31.25,-53.42,-1.068,18627.83,london,conservative,bearish,41674.67,41670.42,2025-01-13 11:50:00,2025-01-13
711,2025-01-13 13:01:00,2025-01-13 13:41:00,short,41682.42,41712.92,41621.42,41712.92,sl,-32.5,-53.28,-1.066,18574.55,london,conservative,bearish,41687.92,41682.42,2025-01-13 12:55:00,2025-01-13
712,2025-01-13 14:04:00,2025-01-13 14:39:00,long,41701.92,41665.92,41773.92,41773.92,tp,70.0,97.22,1.944,18671.77,london,conservative,bullish,41701.92,41690.92,2025-01-13 13:40:00,2025-01-13
713,2025-01-13 14:13:00,2025-01-13 14:22:00,short,41703.17,41731.92,41645.67,41731.92,sl,-30.75,-53.48,-1.07,18618.29,london,conservative,bearish,41706.92,41703.17,2025-01-13 14:05:00,2025-01-13
714,2025-01-13 14:26:00,2025-01-13 14:39:00,short,41733.17,41768.17,41663.17,41768.17,sl,-37.0,-52.86,-1.057,18565.44,london,conservative,bearish,41743.17,41733.17,2025-01-13 10:25:00,2025-01-13
715,2025-01-13 15:01:00,2025-01-13 16:34:00,long,41770.92,41725.42,41861.92,41861.92,tp,89.0,97.8,1.956,18663.24,london,conservative,bullish,41770.92,41750.42,2025-01-13 14:40:00,2025-01-13
716,2025-01-13 16:19:00,2025-01-13 16:32:00,short,41780.92,41812.92,41716.92,41812.92,sl,-34.0,-53.12,-1.062,18610.11,london,conservative,bearish,41787.92,41780.92,2025-01-13 16:05:00,2025-01-13
717,2025-01-13 17:53:00,2025-01-13 18:04:00,long,42019.17,41974.17,42109.17,41974.17,sl,-47.0,-52.22,-1.044,18557.89,london,conservative,bullish,42019.17,41999.17,2025-01-13 17:40:00,2025-01-13
718,2025-01-13 18:24:00,2025-01-13 18:37:00,short,42005.17,42037.92,41939.67,41939.67,tp,63.5,96.95,1.939,18654.84,london,conservative,bearish,42012.92,42005.17,2025-01-13 18:05:00,2025-01-13
719,2025-01-13 19:31:00,2025-01-13 19:58:00,long,41985.67,41950.67,42055.67,42055.67,tp,68.0,97.14,1.943,18751.98,new_york,conservative,bullish,41985.67,41975.67,2025-01-13 19:20:00,2025-01-13
720,2025-01-13 20:24:00,2025-01-13 20:47:00,long,42046.42,42001.17,42136.92,42136.92,tp,88.5,97.79,1.956,18849.77,new_york,conservative,bullish,42046.42,42026.17,2025-01-13 20:00:00,2025-01-13
721,2025-01-13 22:00:00,2025-01-13 22:08:00,short,42118.17,42158.17,42038.17,42158.17,sl,-42.0,-52.5,-1.05,18797.27,new_york,conservative,bearish,42133.17,42118.17,2025-01-13 21:50:00,2025-01-13
722,2025-01-14 10:40:00,2025-01-14 14:07:00,long,42329.26,42294.51,42398.76,42294.51,sl,-36.75,-52.88,-1.058,18744.39,london,conservative,bullish,42329.26,42319.51,2025-01-14 10:20:00,2025-01-14
723,2025-01-14 11:28:00,2025-01-14 13:50:00,long,42345.01,42310.26,42414.51,42310.26,sl,-36.75,-52.88,-1.058,18691.51,london,conservative,bullish,42345.01,42335.26,2025-01-14 10:45:00,2025-01-14
724,2025-01-14 14:09:00,2025-01-14 14:21:00,long,42296.26,42266.51,42355.76,42266.51,sl,-31.75,-53.36,-1.067,18638.15,london,conservative,bullish,42296.26,42291.51,2025-01-14 10:05:00,2025-01-14
725,2025-01-14 14:24:00,2025-01-14 15:24:00,long,42272.26,42231.26,42354.26,42231.26,sl,-43.0,-52.44,-1.049,18585.71,london,conservative,bullish,42272.26,42256.26,2025-01-14 09:20:00,2025-01-14
726,2025-01-14 15:59:00,2025-01-14 18:32:00,long,42326.51,42207.26,42565.01,42207.26,sl,-121.25,-50.84,-1.017,18534.88,london,conservative,bullish,42326.51,42232.26,2025-01-14 15:35:00,2025-01-14
727,2025-01-14 16:07:00,2025-01-14 16:23:00,short,42330.51,42363.01,42265.51,42363.01,sl,-34.5,-53.08,-1.062,18481.8,london,conservative,bearish,42338.01,42330.51,2025-01-14 16:00:00,2025-01-14
728,2025-01-14 16:35:00,2025-01-14 16:48:00,long,42344.01,42314.01,42404.01,42314.01,sl,-32.0,-53.33,-1.067,18428.47,london,conservative,bullish,42344.01,42339.01,2025-01-14 16:20:00,2025-01-14
729,2025-01-14 17:23:00,2025-01-14 17:43:00,long,42339.51,42307.51,42403.51,42403.51,tp,62.0,96.88,1.938,18525.34,london,conservative,bullish,42339.51,42332.51,2025-01-14 17:10:00,2025-01-14
730,2025-01-14 19:17:00,2025-01-14 19:18:00,short,42143.51,42172.51,42085.51,42172.51,sl,-31.0,-53.45,-1.069,18471.89,new_york,conservative,bearish,42147.51,42143.51,2025-01-14 18:45:00,2025-01-14
731,2025-01-14 19:24:00,2025-01-14 19:33:00,long,42124.51,42095.51,42182.51,42095.51,sl,-31.0,-53.45,-1.069,18418.44,new_york,conservative,bullish,42124.51,42120.51,2025-01-14 19:15:00,2025-01-14
732,2025-01-14 19:55:00,2025-01-14 20:03:00,short,42190.26,42224.51,42121.76,42224.51,sl,-36.25,-52.92,-1.058,18365.52,new_york,conservative,bearish,42199.51,42190.26,2025-01-14 18:40:00,2025-01-14
733,2025-01-15 10:16:00,2025-01-15 12:47:00,long,42462.61,42430.51,42526.81,42526.81,tp,62.2,96.88,1.938,18462.41,london,conservative,bullish,42462.61,42455.51,2025-01-15 09:05:00,2025-01-15
734,2025-01-15 10:21:00,2025-01-15 11:42:00,short,42464.61,42497.11,42399.61,42497.11,sl,-34.5,-53.08,-1.062,18409.33,london,conservative,bearish,42472.11,42464.61,2025-01-15 10:20:00,2025-01-15
735,2025-01-15 11:51:00,2025-01-15 13:36:00,long,42488.61,42459.61,42546.61,42546.61,tp,56.0,96.55,1.931,18505.88,london,conservative,bullish,42488.61,42484.61,2025-01-15 11:40:00,2025-01-15
736,2025-01-15 13:03:00,2025-01-15 13:46:00,long,42528.61,42498.61,42588.61,42588.61,tp,58.0,96.67,1.933,18602.55,london,conservative,bullish,42528.61,42523.61,2025-01-15 13:00:00,2025-01-15
737,2025-01-15 13:41:00,2025-01-15 13:53:00,long,42558.61,42521.11,42633.61,42633.61,tp,73.0,97.33,1.947,18699.88,london,conservative,bullish,42558.61,42546.11,2025-01-15 13:40:00,2025-01-15
738,2025-01-15 14:04:00,2025-01-15 15:30:00,long,42643.11,42586.11,42757.11,42757.11,tp,112.0,98.25,1.965,18798.13,london,conservative,bullish,42643.11,42611.11,2025-01-15 13:55:00,2025-01-15
739,2025-01-15 14:59:00,2025-01-15 15:30:00,long,42628.61,42596.86,42692.11,42692.11,tp,61.5,96.85,1.937,18894.98,london,conservative,bullish,42628.61,42621.86,2025-01-15 14:45:00,2025-01-15
740,2025-01-15 16:11:00,2025-01-15 16:30:00,long,43084.36,43035.11,43182.86,43035.11,sl,-51.25,-52.03,-1.041,18842.95,london,conservative,bullish,43084.36,43060.11,2025-01-15 15:45:00,2025-01-15
741,2025-01-15 16:23:00,2025-01-15 16:31:00,short,43098.61,43138.61,43018.61,43018.61,tp,78.0,97.5,1.95,18940.45,london,conservative,bearish,43113.61,43098.61,2025-01-15 16:10:00,2025-01-15
742,2025-01-15 16:31:00,2025-01-15 16:59:00,long,43042.36,42978.11,43170.86,43170.86,tp,126.5,98.44,1.969,19038.89,london,conservative,bullish,43042.36,43003.11,2025-01-15 15:40:00,2025-01-15
743,2025-01-15 17:24:00,2025-01-15 17:31:00,long,43169.36,43127.86,43252.36,43127.86,sl,-43.5,-52.41,-1.048,18986.48,london,conservative,bullish,43169.36,43152.86,2025-01-15 17:15:00,2025-01-15
744,2025-01-15 19:03:00,2025-01-15 19:17:00,short,43036.86,43081.36,42947.86,43081.36,sl,-46.5,-52.25,-1.045,18934.24,new_york,conservative,bearish,43056.36,43036.86,2025-01-15 18:35:00,2025-01-15
745,2025-01-15 20:04:00,2025-01-15 20:28:00,short,43095.86,43124.86,43037.86,43124.86,sl,-31.0,-53.45,-1.069,18880.79,new_york,conservative,bearish,43099.86,43095.86,2025-01-15 19:55:00,2025-01-15
746,2025-01-15 20:34:00,2025-01-15 20:42:00,short,43131.11,43157.86,43077.61,43157.86,sl,-28.75,-53.74,-1.075,18827.05,new_york,conservative,bearish,43132.86,43131.11,2025-01-15 17:35:00,2025-01-15
747,2025-01-15 20:36:00,2025-01-15 21:30:00,long,43124.86,43093.36,43187.86,43187.86,tp,61.0,96.83,1.937,18923.87,new_york,conservative,bullish,43124.86,43118.36,2025-01-15 20:30:00,2025-01-15
748,2025-01-15 20:48:00,2025-01-15 21:36:00,long,43147.86,43118.61,43206.36,43206.36,tp,56.5,96.58,1.932,19020.46,new_york,conservative,bullish,43147.86,43143.61,2025-01-15 20:45:00,2025-01-15
749,2025-01-15 22:41:00,2025-01-15 22:55:00,long,43183.11,43153.86,43241.61,43153.86,sl,-31.25,-53.42,-1.068,18967.04,new_york,conservative,bullish,43183.11,43178.86,2025-01-15 21:35:00,2025-01-15
750,2025-01-16 10:34:00,2025-01-16 10:52:00,long,43192.36,43165.36,43246.36,43165.36,sl,-29.0,-53.7,-1.074,18913.33,london,conservative,bullish,43192.36,43190.36,2025-01-16 08:30:00,2025-01-16
751,2025-01-16 10:40:00,2025-01-16 10:59:00,short,43199.96,43231.71,43136.46,43136.46,tp,61.5,96.85,1.937,19010.18,london,conservative,bearish,43206.71,43199.96,2025-01-16 10:30:00,2025-01-16
752,2025-01-16 11:20:00,2025-01-16 12:29:00,short,43160.96,43194.96,43092.96,43194.96,sl,-36.0,-52.94,-1.059,18957.24,london,conservative,bearish,43169.96,43160.96,2025-01-16 10:55:00,2025-01-16
753,2025-01-16 11:52:00,2025-01-16 12:55:00,short,43175.96,43205.21,43117.46,43205.21,sl,-31.25,-53.42,-1.068,18903.82,london,conservative,bearish,43180.21,43175.96,2025-01-16 10:50:00,2025-01-16
754,2025-01-16 13:17:00,2025-01-16 15:01:00,short,43134.96,43191.96,43020.96,43020.96,tp,112.0,98.25,1.965,19002.07,london,conservative,bearish,43166.96,43134.96,2025-01-16 13:05:00,2025-01-16
755,2025-01-16 14:01:00,2025-01-16 15:01:00,short,43099.46,43137.71,43022.96,43022.96,tp,74.5,97.39,1.948,19099.46,london,conservative,bearish,43112.71,43099.46,2025-01-16 13:25:00,2025-01-16
756,2025-01-16 15:14:00,2025-01-16 15:30:00,short,43016.96,43058.96,42932.96,43058.96,sl,-44.0,-52.38,-1.048,19047.07,london,conservative,bearish,43033.96,43016.96,2025-01-16 15:05:00,2025-01-16
757,2025-01-16 15:25:00,2025-01-16 15:44:00,short,43043.96,43074.46,42982.96,42982.96,tp,59.0,96.72,1.934,19143.8,london,conservative,bearish,43049.46,43043.96,2025-01-16 15:00:00,2025-01-16
758,2025-01-16 16:22:00,2025-01-16 16:35:00,long,43077.96,43012.96,43207.96,43207.96,tp,128.0,98.46,1.969,19242.26,london,conservative,bullish,43077.96,43037.96,2025-01-16 16:20:00,2025-01-16
759,2025-01-16 17:02:00,2025-01-16 17:05:00,long,43017.96,42986.96,43079.96,43079.96,tp,60.0,96.77,1.935,19339.03,london,conservative,bullish,43017.96,43011.96,2025-01-16 16:05:00,2025-01-16
760,2025-01-16 17:10:00,2025-01-16 17:22:00,short,43084.46,43117.21,43018.96,43018.96,tp,63.5,96.95,1.939,19435.98,london,conservative,bearish,43092.21,43084.46,2025-01-16 16:50:00,2025-01-16
761,2025-01-16 18:05:00,2025-01-16 18:59:00,short,43108.46,43176.71,42971.96,43176.71,sl,-70.25,-51.47,-1.029,19384.51,london,conservative,bearish,43151.71,43108.46,2025-01-16 16:45:00,2025-01-16
762,2025-01-16 18:36:00,2025-01-16 18:43:00,long,43116.21,43076.21,43196.21,43076.21,sl,-42.0,-52.5,-1.05,19332.01,london,conservative,bullish,43116.21,43101.21,2025-01-16 18:30:00,2025-01-16
763,2025-01-16 21:22:00,2025-01-16 21:38:00,short,43071.21,43105.21,43003.21,43105.21,sl,-36.0,-52.94,-1.059,19279.07,new_york,conservative,bearish,43080.21,43071.21,2025-01-16 20:35:00,2025-01-16
764,2025-01-16 21:41:00,2025-01-16 22:41:00,short,43097.21,43138.21,43015.21,43138.21,sl,-43.0,-52.44,-1.049,19226.63,new_york,conservative,bearish,43113.21,43097.21,2025-01-16 20:30:00,2025-01-16
765,2025-01-16 22:44:00,2025-01-16 22:58:00,short,43145.21,43183.21,43069.21,43069.21,tp,74.0,97.37,1.947,19324.0,new_york,conservative,bearish,43158.21,43145.21,2025-01-16 19:40:00,2025-01-16
766,2025-01-17 11:45:00,2025-01-17 13:17:00,long,43168.79,43140.29,43225.79,43225.79,tp,55.0,96.49,1.93,19420.49,london,conservative,bullish,43168.79,43165.29,2025-01-17 10:55:00,2025-01-17
767,2025-01-17 12:23:00,2025-01-17 15:03:00,long,43202.04,43172.29,43261.54,43261.54,tp,57.5,96.64,1.933,19517.13,london,conservative,bullish,43202.04,43197.29,2025-01-17 12:15:00,2025-01-17
768,2025-01-17 13:17:00,2025-01-17 15:05:00,long,43191.79,43155.04,43265.29,43265.29,tp,71.5,97.28,1.946,19614.41,london,conservative,bullish,43191.79,43180.04,2025-01-17 12:10:00,2025-01-17
