confirmed_at,ob_type,zone_low,zone_high,zone_size,estado_final,entry_time,exit_time,exit_reason,pnl_usd
2025-06-27 16:50:00,bullish,43527.8,43537.8,10.0,expirado,,,,
2025-06-27 18:40:00,bullish,43763.3,43783.8,20.5,destruido,,,,
2025-06-27 19:25:00,bullish,43859.9,43883.3,23.4,destruido,,,,
2025-06-27 19:55:00,bearish,43948.9,43963.9,15.0,destruido,,,,
2025-06-27 20:35:00,bearish,43886.9,43902.4,15.5,destruido,,,,
2025-06-27 21:25:00,bearish,43745.4,43763.9,18.5,destruido,,,,
2025-06-27 22:40:00,bullish,43615.6,43647.1,31.5,expirado,,,,
2025-06-27 23:50:00,bullish,43771.7,43781.2,9.5,expirado,,,,
2025-06-30 01:20:00,bullish,43927.2,43940.2,13.0,expirado,,,,
2025-06-30 04:20:00,bearish,44029.0,44035.0,6.0,destruido,,,,
2025-06-30 05:15:00,bullish,44020.5,44028.5,8.0,destruido,,,,
2025-06-30 08:00:00,bearish,44059.5,44069.0,9.5,destruido,,,,
2025-06-30 08:50:00,bullish,44056.5,44062.5,6.0,tocado,2025-06-30 10:19:00,2025-06-30 12:19:00,sl,-85.99
2025-06-30 09:15:00,bullish,44087.0,44100.5,13.5,destruido,,,,
2025-06-30 10:40:00,bearish,44057.0,44065.0,8.0,destruido,,,,
2025-06-30 11:05:00,bearish,44051.0,44066.5,15.5,tocado,2025-06-30 11:06:00,2025-06-30 17:21:00,tp,201.73
2025-06-30 12:00:00,bearish,44039.0,44050.0,11.0,tocado,2025-06-30 12:39:00,2025-06-30 17:21:00,tp,200.36
2025-06-30 13:15:00,bullish,43996.0,44011.5,15.5,destruido,,,,
2025-06-30 14:20:00,bullish,44027.0,44029.5,2.5,destruido,,,,
2025-06-30 15:40:00,bearish,44062.5,44068.0,5.5,destruido,,,,
2025-06-30 16:10:00,bullish,44015.0,44032.0,17.0,destruido,,,,
2025-06-30 16:45:00,bearish,44054.0,44069.5,15.5,tocado,2025-06-30 18:50:00,2025-06-30 20:56:00,tp,205.62
2025-06-30 18:35:00,bullish,43922.2,43962.2,40.0,expirado,,,,
2025-06-30 19:45:00,bullish,43945.7,43956.7,11.0,destruido,,,,
2025-06-30 21:55:00,bullish,43920.7,43941.7,21.0,expirado,,,,
2025-07-01 01:00:00,bearish,44056.0,44060.5,4.5,destruido,,,,
2025-07-01 03:10:00,bullish,44062.6,44068.6,6.0,destruido,,,,
2025-07-01 04:30:00,bearish,44122.1,44127.6,5.5,destruido,,,,
2025-07-01 05:45:00,bearish,44113.6,44117.6,4.0,expirado,,,,
2025-07-01 06:40:00,bullish,44052.6,44058.1,5.5,destruido,,,,
2025-07-01 08:10:00,bearish,44042.5,44048.5,6.0,destruido,,,,
2025-07-01 08:45:00,bullish,44034.0,44039.5,5.5,destruido,,,,
2025-07-01 11:25:00,bullish,44030.0,44064.0,34.0,tocado,2025-07-01 11:28:00,2025-07-01 15:26:00,sl,-87.05
2025-07-01 12:40:00,bearish,44045.0,44058.0,13.0,tocado,2025-07-01 12:41:00,2025-07-01 16:31:00,sl,-88.13
2025-07-01 13:10:00,bullish,44021.0,44039.5,18.5,destruido,,,,
2025-07-01 13:35:00,bearish,44071.0,44073.0,2.0,destruido,,,,
2025-07-01 15:20:00,bearish,44057.5,44071.0,13.5,tocado,2025-07-01 15:37:00,2025-07-01 16:31:00,sl,-87.64
2025-07-01 16:50:00,bullish,44016.5,44041.0,24.5,expirado,,,,
2025-07-01 17:20:00,bullish,44182.2,44235.2,53.0,expirado,,,,
2025-07-01 18:35:00,bullish,44372.1,44400.1,28.0,expirado,,,,
2025-07-01 19:05:00,bullish,44465.1,44511.6,46.5,destruido,,,,
2025-07-01 19:35:00,bearish,44557.6,44597.1,39.5,expirado,,,,
2025-07-01 20:20:00,bullish,44424.6,44493.1,68.5,expirado,,,,
2025-07-01 22:30:00,bullish,44507.1,44538.6,31.5,destruido,,,,
2025-07-02 01:45:00,bullish,44488.7,44506.7,18.0,destruido,,,,
2025-07-02 02:20:00,bearish,44522.7,44527.7,5.0,destruido,,,,
2025-07-02 02:40:00,bullish,44506.7,44513.7,7.0,destruido,,,,
2025-07-02 05:05:00,bearish,44500.7,44508.2,7.5,destruido,,,,
2025-07-02 05:25:00,bullish,44477.2,44485.7,8.5,expirado,,,,
2025-07-02 07:25:00,bullish,44563.2,44566.2,3.0,tocado,2025-07-02 10:55:00,2025-07-02 11:27:00,sl,-87.21
2025-07-02 08:30:00,bearish,44589.2,44594.7,5.5,destruido,,,,
2025-07-02 09:50:00,bullish,44608.2,44625.2,17.0,tocado,2025-07-02 10:20:00,2025-07-02 10:45:00,sl,-86.49
2025-07-02 10:45:00,bearish,44624.7,44632.7,8.0,expirado,,,,
2025-07-02 12:10:00,bearish,44547.6,44561.1,13.5,destruido,,,,
2025-07-02 13:50:00,bullish,44571.1,44578.1,7.0,destruido,,,,
2025-07-02 15:50:00,bearish,44527.6,44549.6,22.0,tocado,2025-07-02 18:36:00,2025-07-03 15:30:00,sl,-85.31
2025-07-02 17:20:00,bearish,44392.4,44408.9,16.5,destruido,,,,
2025-07-02 17:40:00,bullish,44339.9,44365.4,25.5,expirado,,,,
2025-07-02 19:00:00,bearish,44504.9,44546.9,42.0,expirado,,,,
2025-07-02 21:20:00,bullish,44439.2,44460.2,21.0,expirado,,,,
2025-07-02 22:10:00,bullish,44466.7,44490.7,24.0,destruido,,,,
2025-07-02 22:30:00,bearish,44478.7,44491.2,12.5,destruido,,,,
2025-07-02 23:40:00,bullish,44460.7,44467.7,7.0,destruido,,,,
2025-07-03 02:00:00,bullish,44476.1,44479.1,3.0,destruido,,,,
2025-07-03 02:45:00,bullish,44493.6,44496.6,3.0,destruido,,,,
2025-07-03 03:40:00,bearish,44500.6,44520.6,20.0,destruido,,,,
2025-07-03 06:00:00,bullish,44455.6,44461.1,5.5,tocado,2025-07-03 12:00:00,2025-07-03 15:30:00,tp,200.91
2025-07-03 07:20:00,bullish,44496.6,44502.1,5.5,tocado,2025-07-03 10:58:00,2025-07-03 11:59:00,sl,-86.49
2025-07-03 08:50:00,bearish,44507.6,44511.6,4.0,destruido,,,,
2025-07-03 11:00:00,bearish,44521.6,44528.1,6.5,destruido,,,,
2025-07-03 11:30:00,bullish,44473.6,44483.6,10.0,destruido,,,,
2025-07-03 12:00:00,bearish,44486.6,44499.6,13.0,destruido,,,,
2025-07-03 13:40:00,bullish,44477.1,44494.6,17.5,expirado,,,,
2025-07-03 15:10:00,bullish,44497.6,44509.6,12.0,tocado,2025-07-03 15:52:00,2025-07-03 16:34:00,tp,202.89
2025-07-03 16:40:00,bullish,44525.9,44540.4,14.5,expirado,,,,
2025-07-03 18:15:00,bullish,44832.8,44850.8,18.0,destruido,,,,
2025-07-04 04:20:00,bullish,44720.4,44723.9,3.5,destruido,,,,
2025-07-04 05:00:00,bearish,44756.4,44763.4,7.0,expirado,,,,
2025-07-04 06:10:00,bearish,44725.4,44730.4,5.0,expirado,,,,
2025-07-04 08:55:00,bullish,44672.4,44687.9,15.5,destruido,,,,
2025-07-04 09:55:00,bearish,44700.4,44707.4,7.0,expirado,,,,
2025-07-04 12:55:00,bullish,44555.4,44569.9,14.5,tocado,2025-07-04 13:44:00,2025-07-04 13:53:00,sl,-86.95
2025-07-04 15:25:00,bearish,44574.9,44589.4,14.5,tocado,2025-07-04 15:57:00,2025-07-04 17:30:00,sl,-86.5
2025-07-04 17:55:00,bearish,44604.8,44629.8,25.0,tocado,2025-07-04 17:59:00,2025-07-07 01:00:00,sl,-85.47
2025-07-04 18:25:00,bearish,44613.8,44626.3,12.5,destruido,,,,
2025-07-07 02:00:00,bearish,44680.9,44691.4,10.5,destruido,,,,
2025-07-07 02:25:00,bullish,44668.9,44676.9,8.0,destruido,,,,
2025-07-07 03:00:00,bearish,44693.4,44706.9,13.5,destruido,,,,
2025-07-07 04:15:00,bearish,44718.0,44723.5,5.5,destruido,,,,
2025-07-07 06:55:00,bullish,44653.5,44660.0,6.5,tocado,2025-07-07 10:31:00,2025-07-07 11:28:00,tp,201.74
2025-07-07 08:50:00,bullish,44673.5,44682.5,9.0,destruido,,,,
2025-07-07 13:35:00,bearish,44822.5,44836.5,14.0,tocado,2025-07-07 14:59:00,2025-07-07 16:31:00,tp,204.83
2025-07-07 15:00:00,bullish,44790.0,44802.5,12.5,destruido,,,,
2025-07-07 15:55:00,bearish,44825.5,44829.0,3.5,expirado,,,,
2025-07-07 17:20:00,bearish,44742.8,44766.8,24.0,expirado,,,,
2025-07-07 18:20:00,bearish,44582.8,44603.8,21.0,expirado,,,,
2025-07-07 19:25:00,bearish,44485.5,44521.5,36.0,expirado,,,,
2025-07-07 19:55:00,bearish,44374.0,44409.5,35.5,expirado,,,,
2025-07-07 20:40:00,bearish,44351.0,44377.5,26.5,destruido,,,,
2025-07-07 21:30:00,bearish,44334.7,44347.2,12.5,destruido,,,,
2025-07-07 21:50:00,bullish,44167.0,44204.7,37.7,expirado,,,,
2025-07-07 23:00:00,bullish,44288.0,44297.5,9.5,destruido,,,,
2025-07-07 23:45:00,bearish,44340.0,44345.0,5.0,destruido,,,,
2025-07-08 01:45:00,bullish,44236.5,44256.5,20.0,expirado,,,,
2025-07-08 02:20:00,bullish,44278.5,44287.0,8.5,expirado,,,,
2025-07-08 03:00:00,bullish,44307.0,44326.0,19.0,destruido,,,,
2025-07-08 04:30:00,bullish,44341.0,44349.5,8.5,destruido,,,,
2025-07-08 05:20:00,bullish,44337.0,44342.5,5.5,destruido,,,,
2025-07-08 06:15:00,bearish,44381.0,44384.0,3.0,destruido,,,,
2025-07-08 08:55:00,bullish,44366.0,44378.0,12.0,tocado,2025-07-08 11:14:00,2025-07-08 12:54:00,sl,-87.9
2025-07-08 10:55:00,bullish,44389.5,44406.5,17.0,destruido,,,,
2025-07-08 11:15:00,bearish,44424.0,44442.0,18.0,tocado,2025-07-08 16:48:00,2025-07-08 17:03:00,tp,205.44
2025-07-08 11:45:00,bearish,44381.0,44387.5,6.5,tocado,2025-07-08 14:15:00,2025-07-08 16:47:00,sl,-87.92
2025-07-08 15:05:00,bearish,44403.5,44415.0,11.5,tocado,2025-07-08 16:46:00,2025-07-08 17:05:00,tp,206.08
2025-07-08 16:10:00,bullish,44331.0,44342.0,11.0,destruido,,,,
2025-07-08 17:10:00,bearish,44361.2,44436.2,75.0,tocado,2025-07-08 17:35:00,2025-07-09 16:31:00,sl,-87.05
2025-07-08 17:55:00,bearish,44274.7,44365.7,91.0,tocado,2025-07-08 18:02:00,2025-07-09 15:23:00,sl,-86.85
2025-07-08 18:30:00,bearish,44283.7,44335.7,52.0,destruido,,,,
2025-07-08 18:50:00,bullish,44241.2,44269.2,28.0,destruido,,,,
2025-07-08 19:30:00,bullish,44257.2,44298.2,41.0,destruido,,,,
2025-07-08 19:50:00,bearish,44334.7,44383.7,49.0,expirado,,,,
2025-07-08 21:35:00,bearish,44285.0,44300.5,15.5,expirado,,,,
2025-07-09 01:40:00,bearish,44240.9,44247.9,7.0,destruido,,,,
2025-07-09 03:05:00,bearish,44230.9,44239.9,9.0,destruido,,,,
2025-07-09 04:55:00,bullish,44155.9,44187.9,32.0,expirado,,,,
2025-07-09 08:15:00,bearish,44219.4,44222.4,3.0,destruido,,,,
2025-07-09 09:30:00,bullish,44171.4,44194.4,23.0,expirado,,,,
2025-07-09 10:50:00,bullish,44240.9,44251.9,11.0,tocado,2025-07-09 18:17:00,2025-07-09 20:18:00,tp,206.8
2025-07-09 12:20:00,bullish,44263.9,44269.9,6.0,destruido,,,,
2025-07-09 13:55:00,bearish,44311.4,44322.4,11.0,destruido,,,,
2025-07-09 14:40:00,bullish,44323.4,44334.9,11.5,tocado,2025-07-09 17:32:00,2025-07-09 17:43:00,sl,-88.26
2025-07-09 15:25:00,bullish,44341.4,44362.4,21.0,destruido,,,,
2025-07-09 16:20:00,bullish,44386.4,44402.4,16.0,destruido,,,,
2025-07-09 16:45:00,bullish,44418.4,44427.4,9.0,destruido,,,,
2025-07-09 17:45:00,bearish,44433.7,44452.7,19.0,destruido,,,,
2025-07-09 20:25:00,bullish,44280.2,44297.2,17.0,expirado,,,,
2025-07-09 20:55:00,bullish,44297.7,44340.7,43.0,expirado,,,,
2025-07-09 22:35:00,bullish,44394.2,44396.7,2.5,destruido,,,,
2025-07-10 01:05:00,bullish,44448.9,44450.9,2.0,destruido,,,,
2025-07-10 02:00:00,bearish,44488.2,44496.7,8.5,expirado,,,,
2025-07-10 03:15:00,bearish,44433.7,44439.7,6.0,expirado,,,,
2025-07-10 06:05:00,bearish,44395.7,44402.2,6.5,tocado,2025-07-10 14:03:00,2025-07-10 14:40:00,sl,-88.86
2025-07-10 08:55:00,bullish,44330.7,44344.7,14.0,destruido,,,,
2025-07-10 09:20:00,bearish,44349.2,44356.7,7.5,tocado,2025-07-10 11:07:00,2025-07-10 13:53:00,sl,-89.23
2025-07-10 14:30:00,bullish,44387.7,44400.7,13.0,tocado,2025-07-10 15:28:00,2025-07-10 17:06:00,tp,207.3
2025-07-10 15:10:00,bearish,44446.7,44449.7,3.0,destruido,,,,
2025-07-10 15:50:00,bearish,44389.2,44403.7,14.5,tocado,2025-07-10 16:02:00,2025-07-10 16:46:00,sl,-87.73
2025-07-10 16:35:00,bullish,44355.7,44380.2,24.5,expirado,,,,
2025-07-10 17:00:00,bullish,44386.0,44428.0,42.0,expirado,,,,
2025-07-10 18:15:00,bullish,44633.5,44647.0,13.5,destruido,,,,
2025-07-10 22:30:00,bearish,44722.1,44731.1,9.0,expirado,,,,
2025-07-11 01:20:00,bullish,44604.1,44609.1,5.0,destruido,,,,
2025-07-11 01:55:00,bullish,44640.7,44653.2,12.5,destruido,,,,
2025-07-11 03:15:00,bearish,44675.1,44688.1,13.0,expirado,,,,
2025-07-11 06:10:00,bullish,44466.1,44476.1,10.0,destruido,,,,
2025-07-11 10:50:00,bearish,44440.1,44466.1,26.0,expirado,,,,
2025-07-11 13:00:00,bearish,44385.6,44389.6,4.0,destruido,,,,
2025-07-11 14:20:00,bullish,44312.1,44336.6,24.5,tocado,2025-07-11 16:36:00,2025-07-11 16:46:00,sl,-87.78
2025-07-11 16:45:00,bearish,44352.2,44365.7,13.5,destruido,,,,
2025-07-11 17:05:00,bullish,44297.0,44332.5,35.5,tocado,2025-07-11 18:15:00,2025-07-11 19:07:00,sl,-86.88
2025-07-11 17:55:00,bearish,44406.5,44422.0,15.5,expirado,,,,
2025-07-11 19:05:00,bearish,44361.5,44379.5,18.0,destruido,,,,
2025-07-11 19:25:00,bullish,44278.5,44307.5,29.0,destruido,,,,
2025-07-11 19:45:00,bearish,44293.5,44321.5,28.0,destruido,,,,
2025-07-11 21:20:00,bearish,44364.0,44384.0,20.0,destruido,,,,
2025-07-11 21:50:00,bullish,44318.0,44343.0,25.0,destruido,,,,
2025-07-11 22:35:00,bullish,44339.5,44366.0,26.5,destruido,,,,
2025-07-11 23:20:00,bearish,44336.0,44359.5,23.5,expirado,,,,
2025-07-14 02:05:00,bearish,44200.9,44220.4,19.5,expirado,,,,
2025-07-14 03:05:00,bullish,44156.4,44167.9,11.5,destruido,,,,
2025-07-14 03:30:00,bearish,44203.4,44221.4,18.0,tocado,2025-07-14 10:53:00,2025-07-14 14:00:00,sl,-88.29
2025-07-14 06:05:00,bearish,44162.4,44169.4,7.0,destruido,,,,
2025-07-14 08:55:00,bearish,44189.4,44195.4,6.0,destruido,,,,
2025-07-14 09:30:00,bullish,44090.4,44101.4,11.0,tocado,2025-07-14 10:25:00,2025-07-14 10:53:00,tp,206.47
2025-07-14 10:45:00,bullish,44094.4,44105.9,11.5,expirado,,,,
2025-07-14 11:50:00,bullish,44154.4,44166.4,12.0,expirado,,,,
2025-07-14 12:45:00,bearish,44226.9,44248.4,21.5,tocado,2025-07-14 12:48:00,2025-07-14 16:26:00,sl,-88.1
2025-07-14 14:45:00,bullish,44218.9,44225.9,7.0,destruido,,,,
2025-07-14 15:05:00,bearish,44239.4,44265.9,26.5,tocado,2025-07-14 15:07:00,2025-07-14 16:29:00,sl,-87.4
2025-07-14 16:00:00,bearish,44231.4,44249.4,18.0,destruido,,,,
2025-07-15 04:55:00,bullish,44401.5,44407.0,5.5,destruido,,,,
2025-07-15 05:35:00,bearish,44476.5,44505.5,29.0,destruido,,,,
2025-07-15 06:30:00,bullish,44402.5,44415.0,12.5,destruido,,,,
2025-07-15 10:00:00,bullish,44471.5,44484.5,13.0,tocado,2025-07-15 10:26:00,2025-07-15 11:00:00,sl,-87.26
2025-07-15 12:00:00,bearish,44413.0,44420.5,7.5,tocado,2025-07-15 12:18:00,2025-07-15 13:16:00,sl,-87.25
2025-07-15 13:25:00,bullish,44422.5,44434.5,12.0,tocado,2025-07-15 13:51:00,2025-07-15 15:08:00,sl,-86.42
2025-07-15 14:15:00,bullish,44428.5,44440.0,11.5,tocado,2025-07-15 14:44:00,2025-07-15 15:06:00,sl,-86.46
2025-07-15 15:20:00,bearish,44419.0,44442.0,23.0,destruido,,,,
2025-07-15 16:45:00,bearish,44446.0,44479.0,33.0,expirado,,,,
2025-07-15 20:40:00,bullish,44064.4,44096.4,32.0,destruido,,,,
2025-07-15 22:20:00,bullish,44054.4,44104.9,50.5,destruido,,,,
2025-07-16 02:00:00,bullish,43915.8,43916.3,0.5,destruido,,,,
2025-07-16 02:50:00,bullish,43916.8,43921.8,5.0,destruido,,,,
2025-07-16 03:35:00,bullish,43906.3,43919.3,13.0,destruido,,,,
2025-07-16 04:15:00,bullish,43944.8,43956.3,11.5,destruido,,,,
2025-07-16 05:45:00,bearish,43963.8,43969.8,6.0,destruido,,,,
2025-07-16 07:55:00,bearish,43961.3,43968.8,7.5,tocado,2025-07-16 10:41:00,2025-07-16 11:20:00,sl,-85.89
2025-07-16 08:45:00,bullish,43932.8,43941.8,9.0,destruido,,,,
2025-07-16 09:40:00,bearish,43938.3,43947.3,9.0,tocado,2025-07-16 10:24:00,2025-07-16 11:05:00,sl,-85.76
2025-07-16 11:10:00,bullish,43953.3,43960.3,7.0,destruido,,,,
2025-07-16 11:35:00,bullish,43974.8,43989.3,14.5,destruido,,,,
2025-07-16 15:00:00,bullish,44088.3,44099.8,11.5,destruido,,,,
2025-07-16 16:35:00,bullish,44150.8,44162.3,11.5,destruido,,,,
2025-07-16 18:15:00,bullish,44030.6,44125.1,94.5,destruido,,,,
2025-07-16 19:00:00,bullish,43754.1,43842.1,88.0,expirado,,,,
2025-07-16 20:10:00,bullish,43982.1,44059.6,77.5,expirado,,,,
2025-07-16 21:40:00,bullish,44119.6,44146.6,27.0,expirado,,,,
2025-07-17 01:00:00,bearish,44194.9,44207.4,12.5,destruido,,,,
2025-07-17 04:35:00,bearish,44184.3,44194.3,10.0,destruido,,,,
2025-07-17 07:15:00,bullish,44154.8,44161.3,6.5,destruido,,,,
2025-07-17 08:35:00,bullish,44169.8,44174.8,5.0,destruido,,,,
2025-07-17 11:00:00,bearish,44223.8,44237.8,14.0,tocado,2025-07-17 12:20:00,2025-07-17 16:07:00,sl,-84.48
2025-07-17 12:20:00,bullish,44186.3,44198.8,12.5,tocado,2025-07-17 13:05:00,2025-07-17 14:00:00,sl,-84.59
2025-07-17 12:55:00,bearish,44227.8,44237.3,9.5,destruido,,,,
2025-07-17 15:00:00,bearish,44156.8,44187.8,31.0,tocado,2025-07-17 15:20:00,2025-07-17 15:49:00,sl,-83.19
2025-07-17 15:30:00,bearish,44170.8,44177.3,6.5,destruido,,,,
2025-07-17 15:50:00,bullish,44145.3,44156.8,11.5,expirado,,,,
2025-07-17 16:30:00,bearish,44256.8,44275.3,18.5,destruido,,,,
2025-07-17 16:50:00,bullish,44195.8,44219.3,23.5,expirado,,,,
2025-07-17 19:10:00,bullish,44405.4,44430.4,25.0,destruido,,,,
2025-07-17 20:35:00,bullish,44359.3,44371.8,12.5,expirado,,,,
2025-07-17 22:30:00,bearish,44549.8,44554.3,4.5,destruido,,,,
2025-07-18 01:00:00,bearish,44520.8,44531.3,10.5,destruido,,,,
2025-07-18 01:20:00,bullish,44508.8,44517.8,9.0,expirado,,,,
2025-07-18 02:45:00,bullish,44539.4,44550.9,11.5,expirado,,,,
2025-07-18 03:40:00,bearish,44599.9,44607.9,8.0,destruido,,,,
2025-07-18 09:55:00,bullish,44601.4,44605.4,4.0,destruido,,,,
2025-07-18 13:25:00,bearish,44565.4,44584.4,19.0,tocado,2025-07-18 15:17:00,2025-07-18 16:33:00,tp,196.81
2025-07-18 19:35:00,bearish,44305.1,44329.1,24.0,destruido,,,,
2025-07-18 21:50:00,bullish,44244.6,44285.1,40.5,expirado,,,,
2025-07-18 23:45:00,bullish,44308.1,44309.6,1.5,destruido,,,,
2025-07-21 02:50:00,bullish,44347.7,44362.7,15.0,expirado,,,,
2025-07-21 04:10:00,bearish,44401.2,44407.2,6.0,destruido,,,,
2025-07-21 05:40:00,bearish,44385.2,44389.2,4.0,destruido,,,,
2025-07-21 06:10:00,bullish,44362.2,44369.2,7.0,expirado,,,,
2025-07-21 08:40:00,bullish,44364.2,44367.2,3.0,destruido,,,,
2025-07-21 09:15:00,bullish,44360.7,44367.2,6.5,expirado,,,,
2025-07-21 10:20:00,bullish,44415.7,44421.2,5.5,tocado,2025-07-21 13:55:00,2025-07-21 16:43:00,sl,-84.89
2025-07-21 13:40:00,bearish,44439.7,44448.2,8.5,tocado,2025-07-21 13:46:00,2025-07-21 16:56:00,sl,-84.61
2025-07-21 14:30:00,bullish,44418.2,44428.7,10.5,destruido,,,,
2025-07-21 16:00:00,bearish,44433.7,44449.2,15.5,destruido,,,,
2025-07-21 17:05:00,bullish,44359.4,44413.4,54.0,destruido,,,,
2025-07-21 18:50:00,bullish,44543.9,44563.4,19.5,destruido,,,,
2025-07-21 20:30:00,bullish,44582.1,44591.1,9.0,destruido,,,,
2025-07-21 21:35:00,bearish,44558.2,44571.7,13.5,expirado,,,,
2025-07-21 22:15:00,bearish,44488.2,44505.7,17.5,expirado,,,,
2025-07-21 23:20:00,bullish,44313.2,44352.7,39.5,expirado,,,,
2025-07-22 03:10:00,bullish,44374.6,44384.6,10.0,destruido,,,,
2025-07-22 06:05:00,bullish,44382.1,44393.1,11.0,destruido,,,,
2025-07-22 13:35:00,bearish,44340.6,44349.1,8.5,tocado,2025-07-22 13:39:00,2025-07-22 14:03:00,tp,196.43
2025-07-22 15:00:00,bullish,44250.1,44266.1,16.0,expirado,,,,
2025-07-22 16:20:00,bearish,44316.1,44324.6,8.5,destruido,,,,
2025-07-22 16:50:00,bullish,44273.1,44305.1,32.0,expirado,,,,
2025-07-22 20:50:00,bearish,44419.3,44475.3,56.0,destruido,,,,
2025-07-22 22:50:00,bullish,44483.3,44495.3,12.0,expirado,,,,
2025-07-23 01:25:00,bearish,44553.7,44563.7,10.0,destruido,,,,
2025-07-23 04:25:00,bullish,44543.2,44560.2,17.0,expirado,,,,
2025-07-23 05:35:00,bullish,44605.2,44614.2,9.0,destruido,,,,
2025-07-23 06:25:00,bullish,44611.2,44618.2,7.0,destruido,,,,
2025-07-23 07:10:00,bearish,44616.7,44633.2,16.5,destruido,,,,
2025-07-23 10:40:00,bearish,44638.2,44668.2,30.0,tocado,2025-07-23 10:43:00,2025-07-23 11:46:00,sl,-83.52
2025-07-23 11:15:00,bullish,44602.7,44637.7,35.0,expirado,,,,
2025-07-23 13:50:00,bearish,44735.2,44743.2,8.0,tocado,2025-07-23 14:58:00,2025-07-23 16:31:00,sl,-84.36
2025-07-23 15:25:00,bullish,44727.2,44738.7,11.5,tocado,2025-07-23 15:34:00,2025-07-23 16:48:00,sl,-84.08
2025-07-23 19:00:00,bullish,44698.4,44726.9,28.5,expirado,,,,
2025-07-23 20:35:00,bullish,44869.4,44904.9,35.5,expirado,,,,
2025-07-23 23:45:00,bearish,44937.3,44955.3,18.0,expirado,,,,
2025-07-24 06:15:00,bearish,44910.8,44914.3,3.5,expirado,,,,
2025-07-24 08:45:00,bearish,44891.3,44897.8,6.5,destruido,,,,
2025-07-24 13:25:00,bearish,44888.8,44930.3,41.5,tocado,2025-07-24 18:03:00,2025-07-24 22:59:00,tp,197.33
2025-07-24 14:30:00,bullish,44809.3,44823.8,14.5,destruido,,,,
2025-07-24 17:35:00,bullish,44780.0,44840.5,60.5,tocado,2025-07-24 17:38:00,2025-07-24 19:26:00,sl,-81.44
2025-07-24 18:35:00,bearish,44893.5,44905.5,12.0,expirado,,,,
2025-07-24 19:15:00,bearish,44826.5,44853.5,27.0,expirado,,,,
2025-07-24 21:05:00,bullish,44786.3,44807.8,21.5,destruido,,,,
2025-07-24 21:30:00,bearish,44847.8,44851.3,3.5,expirado,,,,
2025-07-24 22:35:00,bearish,44786.8,44804.3,17.5,destruido,,,,
2025-07-24 23:40:00,bullish,44698.8,44709.3,10.5,expirado,,,,
2025-07-25 01:15:00,bullish,44733.3,44741.3,8.0,expirado,,,,
2025-07-25 02:55:00,bullish,44761.8,44766.3,4.5,destruido,,,,
2025-07-25 05:40:00,bullish,44817.8,44823.3,5.5,destruido,,,,
2025-07-25 07:40:00,bearish,44834.3,44841.8,7.5,expirado,,,,
2025-07-25 09:55:00,bearish,44790.3,44795.8,5.5,tocado,2025-07-25 16:37:00,2025-07-25 17:01:00,tp,195.88
2025-07-25 11:45:00,bullish,44740.8,44760.3,19.5,tocado,2025-07-25 12:15:00,2025-07-25 16:48:00,sl,-83.3
2025-07-25 12:35:00,bullish,44752.8,44768.3,15.5,tocado,2025-07-25 12:50:00,2025-07-25 16:32:00,sl,-83.53
2025-07-25 13:50:00,bullish,44756.8,44763.8,7.0,destruido,,,,
2025-07-25 14:10:00,bearish,44783.3,44785.8,2.5,destruido,,,,
2025-07-25 14:50:00,bearish,44766.8,44770.8,4.0,destruido,,,,
2025-07-25 16:00:00,bearish,44771.8,44787.8,16.0,destruido,,,,
2025-07-25 17:45:00,bullish,44711.0,44762.5,51.5,tocado,2025-07-25 18:21:00,2025-07-28 01:00:00,tp,199.37
2025-07-25 20:15:00,bullish,44798.8,44809.3,10.5,expirado,,,,
2025-07-28 03:05:00,bearish,45072.6,45084.6,12.0,destruido,,,,
2025-07-28 04:55:00,bearish,45062.6,45068.6,6.0,destruido,,,,
2025-07-28 13:40:00,bearish,44976.6,44990.6,14.0,expirado,,,,
2025-07-28 16:20:00,bearish,44944.6,44951.6,7.0,expirado,,,,
2025-07-28 16:55:00,bearish,44866.1,44918.8,52.7,destruido,,,,
2025-07-28 17:20:00,bullish,44783.3,44823.8,40.5,destruido,,,,
2025-07-28 19:40:00,bearish,44925.8,44947.8,22.0,expirado,,,,
2025-07-28 20:25:00,bearish,44852.8,44885.8,33.0,expirado,,,,
2025-07-28 22:10:00,bearish,44789.7,44801.2,11.5,destruido,,,,
2025-07-29 01:45:00,bearish,44859.8,44869.3,9.5,destruido,,,,
2025-07-29 02:15:00,bearish,44868.8,44870.3,1.5,destruido,,,,
2025-07-29 02:55:00,bullish,44842.3,44846.3,4.0,destruido,,,,
2025-07-29 03:15:00,bearish,44849.8,44854.8,5.0,destruido,,,,
2025-07-29 03:35:00,bullish,44813.3,44832.3,19.0,expirado,,,,
2025-07-29 04:35:00,bullish,44842.3,44849.3,7.0,expirado,,,,
2025-07-29 06:00:00,bullish,44855.3,44863.3,8.0,tocado,2025-07-29 10:24:00,2025-07-29 12:55:00,sl,-85.28
2025-07-29 10:55:00,bullish,44860.3,44868.3,8.0,tocado,2025-07-29 12:56:00,2025-07-29 13:02:00,sl,-84.39
2025-07-29 12:20:00,bullish,44894.8,44908.8,14.0,tocado,2025-07-29 12:30:00,2025-07-29 12:55:00,sl,-84.82
2025-07-29 12:45:00,bullish,44896.8,44912.8,16.0,destruido,,,,
