trade_id,entry_time,exit_time,direction,entry_price,sl,tp,exit_price,exit_reason,pnl_points,pnl_usd,pnl_r,balance,session,ob_zone_high,ob_zone_low,ob_confirmed_at,cum_pnl,peak,dd
65,2026-03-09 11:33:00,2026-03-09 11:34:00,long,211.163,211.054,211.54450000000003,211.054,sl,-0.11,-512.89,-1.018,100216.34,full_day,211.163,211.079,2026-03-09 10:25:00,216.31999999999903,6092.03,-5875.710000000001
66,2026-03-09 16:18:00,2026-03-09 16:25:00,short,211.644,211.776,211.182,211.776,sl,-0.13,-508.67,-1.015,99707.66,full_day,211.751,211.644,2026-03-09 16:15:00,-292.350000000001,6092.03,-6384.380000000001
68,2026-03-09 19:25:00,2026-03-09 21:26:00,short,211.872,212.05700000000002,211.2245,212.05700000000002,sl,-0.19,-503.93,-1.011,99203.74,full_day,212.032,211.872,2026-03-09 18:25:00,-796.280000000001,6092.03,-6888.31
69,2026-03-09 22:28:00,2026-03-09 22:35:00,long,212.036,211.97299999999998,212.25650000000007,211.97299999999998,sl,-0.07,-511.77,-1.032,98691.97,full_day,212.036,211.998,2026-03-09 22:20:00,-1308.050000000001,6092.03,-7400.080000000001
70,2026-03-09 22:55:00,2026-03-09 23:38:00,long,211.868,211.781,212.17249999999996,211.781,sl,-0.09,-504.8,-1.023,98187.17,full_day,211.868,211.806,2026-03-09 20:50:00,-1812.850000000001,6092.03,-7904.880000000001
71,2026-03-10 04:55:00,2026-03-10 06:01:00,short,211.733,211.834,211.3795,211.834,sl,-0.1,-500.66,-1.02,97686.51,full_day,211.809,211.733,2026-03-10 04:45:00,-2313.510000000001,6092.03,-8405.54
72,2026-03-10 06:06:00,2026-03-10 06:17:00,short,211.871,211.913,211.724,211.913,sl,-0.04,-511.69,-1.048,97174.82,full_day,211.888,211.871,2026-03-10 04:10:00,-2825.200000000001,6092.03,-8917.230000000001
73,2026-03-10 07:22:00,2026-03-10 10:10:00,long,211.747,211.67,212.01650000000012,212.01650000000012,tp,0.27,1687.94,3.474,98862.76,full_day,211.747,211.695,2026-03-10 06:15:00,-1137.2600000000011,6092.03,-7229.290000000001
67,2026-03-09 18:36:00,2026-03-10 11:45:00,long,211.635,211.462,212.2405,212.2405,tp,0.6,1739.12,3.488,100601.88,full_day,211.635,211.487,2026-03-09 17:45:00,601.8599999999988,6092.03,-5490.170000000001
74,2026-03-10 13:19:00,2026-03-10 14:04:00,short,212.196,212.293,211.85649999999998,212.293,sl,-0.1,-513.38,-1.021,100088.5,full_day,212.268,212.196,2026-03-10 13:10:00,88.47999999999877,6092.03,-6003.550000000001
